Model,MSE,MAPE,RMSE,MAE,R2
xgboost,2.4924748775656878,0.06322938748229692,1.5787573840098699,1.1126431669302994,0.9998600274448008
rf,80.94792197958043,0.11912695961586112,8.997106311452612,3.9860990379137426,0.9953350872991846
knn,501.448708869927,0.2380401746112654,22.393050459236832,8.832196650738535,0.9705110558636614
mlp,2722.3047407278987,2.1289082618940602,52.17571025609425,35.23631346630997,0.8070647508536449
