Variable:,pr
,Albania,Berat,Bulqize,Delvine,Devoll,Diber,Durres,Elbasan,Fier,Gjirokaster,Gramsh,Has,Kavaje,Kolonje,Korce,Kruje,Kucove,Kukes,Kurbin,Lezhe,Librazhd,Lushnje,"Malesi E Madhe",Mallakaster,Mat,Mirdite,Peqin,Permet,Pogradec,Puke,Sarande,Shkoder,Skrapar,Tepelene,Tirane,Tropoje,Vlore
1971,1128.42,1069.33,1044.29,1361.72,874.49,1050.11,1157.27,1071.12,1026.09,1275.56,1075.40,1021.16,1120.12,1043.31,922.45,1211.91,1065.30,1019.35,1293.00,1299.81,1030.55,1069.62,1277.34,1091.51,1139.92,1178.91,1118.00,1213.09,914.38,1139.05,1391.35,1271.40,1120.81,1263.82,1107.24,1093.27,1211.02
1972,1249.20,1186.97,1134.90,1404.98,993.29,1188.11,1270.54,1165.86,1139.28,1404.46,1246.50,1127.85,1235.11,1158.77,1053.79,1331.16,1152.60,1132.12,1412.30,1418.31,1100.72,1167.13,1399.46,1186.88,1263.08,1309.94,1237.20,1384.51,1038.62,1267.32,1405.49,1404.61,1293.51,1406.22,1217.00,1216.53,1358.31
1973,1207.98,1117.28,1117.52,1433.40,955.36,1149.72,1240.69,1136.32,1072.04,1355.69,1180.00,1101.48,1207.94,1101.08,1011.28,1294.88,1081.20,1106.51,1368.10,1374.79,1092.02,1105.43,1383.48,1114.62,1225.75,1266.27,1210.10,1296.19,999.12,1240.19,1463.59,1383.37,1219.72,1319.29,1193.97,1193.42,1269.79
1974,1259.28,1183.19,1140.49,1419.23,943.88,1182.83,1307.73,1174.44,1135.58,1382.82,1209.10,1177.54,1267.19,1113.49,1007.80,1374.35,1167.90,1147.01,1466.10,1472.99,1108.11,1182.54,1521.89,1191.98,1282.41,1336.85,1268.10,1343.06,998.72,1337.44,1433.46,1503.19,1255.02,1372.75,1244.59,1294.17,1316.15
1975,867.05,795.96,752.20,988.96,646.88,798.77,887.08,779.88,768.38,972.90,839.30,828.40,859.02,766.00,689.46,919.58,770.90,796.83,975.70,982.66,725.04,788.21,1093.38,798.32,856.22,895.14,854.60,948.25,679.63,935.35,995.15,1063.03,876.53,969.86,834.33,917.29,938.88
1976,1291.05,1189.71,1202.75,1372.67,955.53,1245.78,1383.14,1223.69,1175.73,1342.82,1221.10,1228.96,1352.63,1082.07,1020.90,1426.10,1171.50,1212.71,1488.10,1497.84,1170.52,1209.05,1608.95,1192.96,1329.58,1376.29,1354.30,1306.25,1021.96,1396.65,1381.56,1582.42,1252.39,1350.59,1326.74,1356.02,1330.68
1977,866.39,790.74,798.32,876.25,554.02,835.21,909.68,804.57,802.31,849.60,734.60,925.58,873.48,651.29,595.48,978.28,822.20,865.11,1064.80,1069.87,771.06,829.35,1237.10,817.53,912.16,958.52,878.10,820.26,605.65,1043.09,885.47,1182.59,764.56,855.30,863.36,1033.35,839.12
1978,1188.59,1095.48,1077.31,1342.06,846.97,1122.59,1229.30,1099.41,1088.65,1285.56,1066.50,1164.72,1187.32,1027.73,896.67,1307.67,1111.20,1121.02,1407.30,1413.41,1044.48,1122.95,1500.44,1126.56,1218.86,1274.76,1192.30,1236.72,893.00,1309.10,1363.78,1468.43,1122.62,1270.34,1171.39,1276.73,1226.54
1979,1498.89,1445.59,1388.88,1719.95,1101.36,1397.54,1578.39,1440.77,1431.17,1662.15,1411.30,1349.89,1547.04,1321.59,1174.01,1638.84,1464.20,1334.99,1710.90,1718.81,1365.41,1475.63,1728.52,1480.01,1518.51,1567.98,1555.40,1605.70,1170.93,1533.63,1741.54,1720.62,1476.62,1650.50,1528.21,1471.59,1597.79
1980,1283.00,1204.56,1175.41,1446.16,950.45,1222.28,1311.05,1197.66,1178.98,1394.64,1205.00,1211.53,1266.00,1118.89,1011.22,1385.56,1203.70,1196.20,1488.30,1495.33,1142.17,1212.12,1565.36,1227.76,1311.82,1364.60,1266.60,1346.07,1006.17,1365.36,1462.33,1534.12,1252.96,1403.63,1249.70,1321.97,1357.40
1981,1185.29,1096.39,1085.20,1355.41,848.84,1124.90,1193.52,1098.46,1035.11,1269.63,1100.50,1190.13,1144.60,973.38,909.02,1292.15,1093.60,1128.74,1412.40,1418.15,1053.96,1094.19,1519.96,1112.57,1224.04,1280.55,1152.90,1202.41,908.71,1331.32,1385.63,1486.34,1136.90,1259.02,1140.54,1304.94,1202.10
1982,1125.91,1075.56,1003.18,1437.52,886.25,1019.89,1106.48,1047.57,1003.08,1404.04,1124.50,953.41,1084.60,1122.79,932.98,1167.50,1046.80,963.47,1228.90,1230.40,984.62,1047.37,1184.81,1087.06,1097.87,1133.06,1096.40,1366.02,911.99,1082.99,1456.73,1194.14,1202.69,1353.07,1080.91,1031.63,1262.65
1983,1026.70,965.55,961.29,1165.53,820.21,992.47,1044.85,973.09,920.95,1141.59,1011.40,927.63,1017.96,945.30,864.88,1082.60,939.10,946.96,1139.60,1145.60,938.95,951.95,1167.22,966.30,1041.69,1070.66,1016.60,1113.44,856.77,1049.24,1173.89,1169.73,1046.19,1135.60,1006.58,1011.32,1088.20
1984,1017.55,933.85,907.68,1129.90,711.42,937.86,1067.23,930.70,941.00,1085.86,936.80,977.26,1014.37,839.21,762.57,1121.69,931.70,926.78,1228.60,1237.62,881.00,949.52,1355.72,947.67,1041.47,1095.76,997.90,1044.01,759.41,1128.36,1146.17,1307.01,974.12,1080.22,981.82,1095.12,1066.20
1985,1067.09,1017.60,967.45,1274.94,768.28,981.50,1084.81,1001.35,984.14,1198.54,1011.70,984.76,1050.03,916.92,827.96,1149.64,1020.40,954.93,1230.60,1237.33,948.27,1020.39,1296.20,1037.31,1074.15,1116.86,1055.90,1137.29,824.35,1117.50,1302.76,1265.54,1054.89,1181.44,1041.35,1080.32,1139.87
1986,1090.60,1015.37,1004.16,1193.97,796.66,1040.83,1131.23,1021.27,970.58,1163.17,1025.80,1050.40,1087.24,929.63,849.74,1211.84,1009.00,1019.36,1316.80,1321.99,975.54,1018.39,1354.49,1025.15,1136.46,1189.20,1090.30,1128.72,847.25,1190.66,1205.01,1337.49,1061.69,1159.35,1074.73,1150.19,1113.52
1987,1207.37,1155.08,1096.73,1401.17,909.65,1136.65,1222.83,1133.29,1128.83,1372.70,1147.10,1088.43,1192.88,1108.28,962.25,1301.61,1158.80,1094.62,1382.80,1385.93,1068.62,1161.07,1377.84,1178.57,1220.18,1266.96,1207.60,1338.04,952.26,1236.73,1415.18,1373.23,1209.92,1350.91,1187.70,1188.62,1296.79
1988,940.28,856.77,847.21,1056.26,659.21,884.49,979.20,861.82,836.51,1004.32,841.00,955.00,939.86,788.44,702.09,1034.73,865.20,902.45,1120.00,1126.91,821.21,875.30,1224.48,880.13,963.99,1011.17,936.00,960.66,702.52,1059.47,1074.23,1194.29,881.13,1001.26,919.43,1036.98,964.66
1989,866.28,782.83,835.68,871.41,639.42,878.97,899.45,821.01,754.19,860.63,790.40,913.15,874.76,721.12,673.86,942.25,778.30,879.30,999.20,1003.18,805.87,793.79,1133.74,785.99,915.75,945.05,876.30,843.22,677.99,999.61,874.11,1096.56,809.35,860.04,867.67,991.91,835.89
1990,929.40,888.48,829.98,1123.16,699.59,841.85,924.14,864.03,852.67,1084.22,898.80,854.93,895.77,833.48,746.40,974.05,882.00,824.54,1039.90,1044.33,813.38,879.83,1074.95,904.97,916.12,950.15,897.80,1044.99,734.29,955.04,1139.24,1064.05,947.86,1069.21,886.95,924.93,1027.24
1991,1024.15,929.44,953.22,1099.38,780.23,990.41,1009.19,948.95,867.51,1073.00,968.40,1074.96,972.90,886.92,827.56,1083.47,907.00,1008.12,1172.30,1177.43,925.18,913.86,1338.03,928.07,1051.43,1090.64,980.60,1044.49,822.74,1166.87,1108.66,1282.12,995.21,1067.47,975.08,1162.62,1011.75
1992,910.96,821.68,871.91,961.74,701.08,897.89,904.54,857.62,771.08,970.00,857.90,902.44,874.53,820.37,735.24,964.81,800.70,879.28,1038.40,1042.03,849.15,810.77,1159.03,822.91,945.93,974.59,879.60,961.03,732.65,1006.15,957.49,1115.60,892.28,967.18,878.33,984.95,913.21
1993,995.83,964.94,893.98,1172.60,697.31,893.55,1030.42,942.53,934.21,1104.54,965.20,876.83,1001.18,855.28,757.59,1077.14,964.40,853.96,1140.30,1147.94,880.58,966.78,1230.71,983.18,989.81,1027.76,1004.00,1049.38,753.48,1030.34,1192.35,1196.76,995.40,1125.98,986.88,988.20,1097.37
1994,1065.98,992.48,984.38,1344.79,838.03,981.50,1029.52,1000.93,928.94,1304.62,1044.60,920.42,1003.06,1062.83,882.30,1098.67,962.00,935.60,1171.70,1172.88,975.74,965.03,1163.45,1000.46,1054.08,1082.56,1014.10,1266.42,870.40,1048.25,1366.55,1162.19,1115.88,1249.27,1011.47,1001.54,1155.84
1995,1270.89,1171.83,1173.65,1402.25,903.95,1227.91,1310.87,1186.15,1138.47,1354.34,1179.00,1272.90,1264.99,1088.38,966.27,1389.99,1167.20,1217.59,1495.60,1503.05,1133.24,1182.21,1584.78,1188.44,1317.91,1373.20,1267.70,1308.52,962.00,1399.45,1418.13,1552.02,1223.35,1356.60,1250.18,1367.24,1312.68
1996,1327.29,1267.88,1185.78,1552.65,912.65,1226.13,1414.02,1239.85,1267.06,1461.61,1232.60,1209.98,1365.85,1111.22,985.70,1464.03,1287.20,1175.92,1554.30,1570.36,1149.23,1299.49,1659.03,1303.42,1345.18,1405.38,1359.50,1388.52,980.63,1378.46,1585.55,1599.93,1286.32,1464.42,1328.45,1327.21,1441.39
1997,953.08,917.28,850.31,1094.73,676.40,862.49,980.90,893.13,908.44,1059.07,892.80,951.40,954.21,818.43,725.53,1017.34,930.60,886.11,1071.60,1079.62,835.10,931.60,1177.69,934.67,939.16,975.31,954.50,1023.57,720.78,1020.79,1113.72,1132.35,937.12,1028.85,937.57,1011.59,1000.45
1998,1107.55,1047.92,994.20,1270.56,808.06,1019.41,1117.77,1028.12,1023.95,1220.19,1043.80,1078.98,1084.68,968.82,864.17,1168.24,1049.70,1030.22,1239.00,1247.42,973.79,1052.43,1368.37,1073.04,1096.49,1137.50,1086.30,1173.97,860.30,1182.83,1285.04,1322.97,1087.94,1238.42,1070.39,1166.77,1200.08
1999,1247.40,1122.82,1130.35,1436.82,900.82,1175.65,1218.72,1131.76,1070.52,1383.09,1156.80,1241.02,1165.04,1106.28,960.83,1315.22,1102.80,1171.56,1444.60,1448.73,1094.60,1109.90,1620.17,1138.95,1267.89,1323.19,1165.40,1333.75,952.57,1395.99,1456.21,1560.63,1215.41,1372.71,1158.43,1370.15,1303.03
2000,875.06,841.35,797.97,943.73,593.02,820.81,939.54,829.14,838.74,904.92,814.00,815.47,903.78,671.61,647.70,986.77,856.60,795.38,1061.70,1069.38,775.13,862.98,1137.74,859.06,908.20,951.25,900.00,865.31,649.28,950.23,953.48,1105.14,834.44,923.12,882.31,911.99,918.73
2001,913.92,797.03,804.61,952.98,634.32,859.12,941.09,808.10,790.43,936.18,793.20,988.10,891.87,745.21,672.65,1004.15,798.70,899.44,1108.60,1116.92,770.26,815.90,1336.72,813.32,939.94,994.90,883.20,911.04,669.77,1103.63,957.32,1262.49,832.62,930.45,867.01,1098.35,900.98
2002,1188.64,1095.15,1102.23,1350.57,942.46,1155.18,1172.66,1102.53,1032.02,1362.24,1128.70,1128.74,1139.35,1142.22,984.43,1247.84,1075.20,1122.87,1333.80,1336.70,1070.05,1081.11,1394.40,1099.83,1210.30,1250.94,1148.30,1352.51,974.96,1248.55,1357.31,1366.36,1200.75,1296.36,1138.07,1215.81,1205.38
2003,1103.26,1081.60,1036.91,1271.34,810.58,1066.41,1149.85,1063.76,1076.69,1223.78,1035.20,1029.31,1121.51,976.87,861.13,1198.99,1107.30,1028.38,1264.00,1268.95,1012.83,1105.00,1157.37,1121.75,1135.12,1172.16,1123.70,1180.33,863.47,1100.55,1285.76,1178.29,1083.73,1252.13,1108.26,1061.57,1230.04
2004,1169.18,1067.00,1095.39,1197.24,853.66,1151.02,1227.72,1095.90,1034.36,1163.39,1075.00,1168.29,1185.62,960.56,906.38,1295.92,1062.20,1129.51,1390.50,1397.99,1055.78,1082.50,1595.90,1075.21,1230.68,1281.86,1186.40,1128.00,908.16,1322.79,1203.73,1504.21,1095.23,1181.31,1168.37,1294.95,1153.73
2005,1194.29,1105.97,1090.16,1314.31,831.74,1135.56,1236.19,1108.04,1100.40,1254.42,1088.10,1177.40,1190.03,976.13,891.68,1305.95,1115.60,1129.71,1407.80,1415.89,1055.10,1128.03,1561.70,1135.28,1229.22,1283.55,1188.00,1202.45,892.92,1314.52,1333.08,1486.16,1128.11,1284.80,1169.79,1290.10,1267.32
2006,1132.56,1048.73,1073.59,1300.77,869.62,1119.95,1160.08,1074.08,1001.01,1249.32,1073.70,1093.39,1132.59,1025.24,916.07,1223.72,1034.00,1085.57,1295.50,1297.66,1041.38,1048.62,1276.73,1056.71,1176.82,1214.55,1140.60,1205.90,912.44,1196.01,1322.28,1285.73,1117.78,1219.59,1127.56,1162.43,1163.81
2007,1159.92,1083.26,1076.94,1273.45,864.23,1111.03,1180.73,1090.09,1045.61,1235.96,1091.70,1140.86,1142.84,995.05,918.46,1253.35,1078.00,1105.67,1343.90,1349.55,1050.91,1085.79,1424.40,1096.49,1190.89,1236.28,1148.50,1197.88,918.88,1262.97,1286.64,1400.33,1128.66,1238.82,1135.56,1235.14,1199.32
2008,1109.87,1037.53,1012.95,1218.38,780.87,1050.29,1169.83,1038.55,1026.62,1172.44,1023.90,1060.14,1129.45,916.58,838.42,1230.52,1044.80,1026.86,1319.40,1326.57,981.94,1058.80,1395.05,1062.73,1145.03,1196.13,1127.60,1128.10,837.04,1209.54,1230.42,1372.23,1060.50,1201.51,1106.96,1169.30,1180.54
2009,1460.31,1393.72,1322.88,1725.29,1070.34,1347.11,1516.87,1375.25,1368.05,1642.03,1385.30,1323.19,1475.62,1287.91,1143.96,1579.75,1397.70,1302.00,1669.60,1678.31,1295.08,1408.43,1711.68,1424.20,1466.12,1521.39,1475.70,1571.09,1135.01,1507.09,1753.99,1700.72,1448.04,1632.85,1449.96,1449.02,1583.81
2010,1470.30,1390.73,1343.09,1547.45,1038.50,1376.97,1552.51,1385.12,1369.71,1519.37,1374.40,1412.65,1496.08,1189.69,1121.50,1634.08,1399.50,1356.88,1755.40,1767.17,1309.16,1413.90,1894.92,1415.83,1513.92,1581.97,1493.60,1476.74,1121.32,1616.16,1549.58,1851.08,1412.49,1567.30,1467.70,1565.51,1539.73
2011,856.02,808.10,778.96,1033.03,626.09,796.35,882.38,802.30,797.37,969.84,801.20,767.96,856.11,759.51,665.47,922.65,811.50,764.74,980.30,985.48,761.69,818.12,1004.31,828.54,862.92,895.31,855.90,921.95,661.91,881.86,1057.41,998.77,841.39,957.11,842.73,846.87,930.25
2012,1120.35,1057.00,1035.20,1321.27,841.43,1057.84,1146.47,1058.68,1010.42,1262.31,1068.60,1027.71,1113.71,1000.19,895.17,1212.53,1049.80,1019.84,1291.40,1297.03,1012.83,1056.27,1313.44,1068.21,1142.14,1183.68,1121.20,1212.06,890.01,1163.32,1346.51,1303.39,1116.86,1222.84,1106.57,1118.85,1162.57
2013,1164.84,1076.19,1061.48,1256.44,764.49,1105.15,1260.08,1089.83,1071.01,1202.94,1047.30,1125.66,1215.12,903.50,832.55,1327.40,1092.10,1082.91,1424.30,1434.40,1024.17,1113.45,1558.66,1102.96,1218.04,1278.28,1215.20,1151.76,835.25,1301.89,1272.97,1507.13,1084.97,1223.80,1187.61,1258.68,1200.11
2014,1465.17,1351.99,1340.53,1675.47,1094.64,1390.01,1504.06,1363.49,1293.05,1612.99,1373.70,1406.20,1453.66,1307.28,1157.94,1601.26,1338.90,1367.95,1721.70,1729.46,1302.62,1354.60,1781.37,1365.60,1504.55,1568.74,1461.80,1557.21,1148.79,1580.27,1701.52,1767.19,1434.86,1572.54,1439.76,1532.31,1497.00
2015,1130.74,1036.19,1065.88,1272.80,870.78,1103.08,1147.00,1065.80,974.09,1228.93,1070.70,1111.36,1113.40,1015.44,916.96,1231.50,1016.10,1086.91,1320.70,1324.59,1038.64,1029.14,1345.86,1035.73,1176.48,1219.96,1128.20,1190.14,915.02,1222.98,1293.08,1339.59,1110.83,1185.45,1116.57,1188.79,1121.57
2016,1227.66,1109.41,1189.47,1264.19,937.84,1249.26,1277.58,1169.38,1040.58,1250.63,1152.90,1231.80,1238.62,1057.29,990.67,1373.06,1084.40,1217.32,1476.40,1479.98,1148.85,1108.68,1527.85,1099.09,1321.90,1371.80,1253.40,1227.64,992.95,1371.02,1270.82,1506.08,1179.66,1223.41,1240.07,1333.94,1162.35
2017,1113.15,1050.21,1042.44,1269.31,849.84,1070.22,1123.72,1056.39,995.02,1236.24,1069.50,1045.55,1092.09,1001.07,901.04,1201.09,1038.70,1037.91,1283.90,1287.92,1018.92,1042.48,1285.72,1058.38,1145.02,1184.95,1105.20,1200.86,897.27,1162.48,1283.54,1280.55,1113.85,1213.16,1094.29,1121.94,1152.17
2018,1023.63,928.55,967.69,1136.38,787.52,995.10,1049.64,966.47,875.68,1094.65,959.10,1011.19,1020.14,935.61,823.91,1118.31,910.80,984.18,1193.70,1197.93,945.01,927.33,1274.85,924.13,1063.84,1101.84,1031.00,1060.56,822.37,1123.78,1155.48,1244.71,992.56,1040.88,1019.84,1098.05,982.99
2019,1317.06,1251.20,1190.02,1566.00,959.58,1214.27,1360.29,1235.83,1217.25,1491.15,1247.90,1174.48,1320.28,1173.35,1026.31,1430.50,1252.30,1165.37,1522.30,1529.64,1163.09,1260.21,1571.68,1276.19,1327.31,1380.31,1324.20,1427.62,1016.04,1359.97,1593.40,1549.41,1308.06,1469.98,1301.66,1303.08,1413.64
2020,1085.17,997.29,1034.74,1163.16,842.87,1071.14,1108.76,1031.59,933.25,1152.88,1036.20,1053.49,1078.03,975.55,887.37,1184.92,974.80,1042.29,1265.60,1269.66,1007.13,989.08,1317.78,991.56,1136.90,1175.90,1091.50,1132.55,885.05,1178.59,1168.24,1303.39,1069.01,1124.02,1080.91,1144.05,1060.96
2021,1239.53,1141.91,1161.01,1366.16,913.21,1212.11,1249.36,1161.20,1074.51,1331.72,1165.10,1230.25,1205.48,1065.24,973.08,1355.15,1128.20,1194.14,1470.40,1474.92,1124.64,1135.22,1533.57,1147.11,1298.20,1351.96,1221.70,1292.93,972.89,1365.53,1380.96,1508.62,1209.15,1305.52,1209.60,1328.17,1237.80
