Variable:,pr
,Switzerland,Aargau,"Appenzell Ausser-rhoden","Appenzell Inner-rhoden",Basel-landschaft,Basel-stadt,Bern,Fribourg,Geneve,Glarus,Graubunden,Jura,Luzern,Neuchatel,Nidwalden,Obwalden,"Sankt Gallen",Schaffhausen,Schwyz,Solothurn,Thurgau,Ticino,Uri,Valais,Vaud,Zug,Zurich
2001,1409.03,1270.32,1337.90,1347.37,1175.80,1074.10,1360.32,1211.83,1132.67,1569.40,1497.40,1144.92,1362.70,1186.71,1751.02,1755.50,1371.54,1201.91,1509.25,1189.03,1149.91,1565.32,1840.84,1511.40,1227.37,1361.24,1326.59
2002,1513.59,1348.10,1385.86,1398.88,1239.43,1150.80,1448.96,1258.73,1144.13,1600.29,1531.65,1214.48,1432.76,1214.52,1827.77,1840.50,1419.55,1263.66,1559.11,1252.52,1230.68,1744.83,1856.25,1835.47,1286.96,1431.09,1393.15
2003,955.46,818.38,907.43,914.58,735.22,677.50,900.90,792.21,802.32,1067.22,1016.41,736.62,887.46,769.78,1198.19,1206.40,931.56,787.41,1014.92,747.67,758.66,1096.70,1234.58,1095.61,828.52,907.64,885.16
2004,1158.12,1045.56,1034.99,1045.58,991.65,911.90,1153.38,1043.59,1005.30,1210.48,1133.73,992.09,1119.34,1042.93,1423.26,1435.90,1062.07,957.40,1174.09,1006.66,910.23,1243.19,1428.27,1359.57,1086.13,1078.58,1047.30
2005,1059.15,979.25,1039.07,1047.10,883.97,810.30,1012.02,885.27,861.10,1161.08,1086.32,856.01,1036.71,872.71,1292.66,1300.00,1057.07,934.50,1139.74,893.15,923.04,1192.00,1315.35,1165.70,913.25,1057.02,1030.89
2006,1277.34,1227.22,1089.51,1099.08,1192.70,1114.40,1327.82,1188.51,1057.32,1274.63,1181.54,1220.61,1301.46,1203.95,1570.10,1588.50,1120.91,1102.83,1288.24,1216.50,998.04,1330.53,1521.51,1469.00,1190.48,1222.73,1185.09
2007,1335.83,1240.48,1209.15,1216.96,1162.07,1076.10,1364.41,1263.35,1158.55,1365.83,1292.92,1188.13,1332.65,1232.68,1657.43,1678.40,1231.86,1104.82,1364.34,1186.61,1056.29,1370.09,1604.67,1512.35,1275.26,1284.19,1235.51
2008,1315.46,1071.32,1122.22,1129.44,1012.08,932.10,1226.09,1080.79,1101.90,1436.57,1432.04,1032.38,1165.01,1074.67,1561.97,1558.80,1175.65,1009.57,1333.65,1033.91,972.40,1604.96,1716.89,1561.67,1158.91,1156.27,1126.82
2009,1186.02,1027.68,1097.27,1105.97,921.08,873.70,1114.05,971.48,925.54,1317.65,1284.61,931.72,1096.85,964.27,1444.80,1448.30,1133.66,1012.13,1246.00,933.15,969.82,1346.79,1527.79,1360.57,1014.72,1112.95,1095.22
2010,1220.66,1056.08,1170.80,1180.55,953.62,923.10,1132.16,1002.84,950.75,1380.99,1342.91,967.85,1114.37,987.27,1440.55,1440.20,1206.73,1038.36,1306.26,963.84,1006.43,1406.98,1545.19,1356.72,1042.38,1170.51,1150.32
2011,1071.66,933.80,1075.30,1084.26,842.66,771.80,989.97,867.64,842.59,1235.31,1183.59,826.73,997.44,841.71,1296.65,1298.50,1099.61,923.43,1174.40,855.24,897.11,1218.78,1375.56,1169.30,895.01,1055.94,1035.53
2012,1350.66,1230.65,1255.91,1267.11,1133.91,1038.90,1308.25,1182.55,1138.01,1460.31,1368.02,1146.34,1309.52,1170.93,1621.92,1628.00,1290.20,1152.12,1450.06,1158.03,1089.30,1489.46,1672.74,1515.31,1214.29,1339.36,1299.30
2013,1337.65,1146.63,1192.40,1202.71,1058.92,975.90,1284.65,1185.36,1187.30,1406.23,1359.83,1097.39,1238.16,1188.38,1604.54,1613.70,1224.56,1070.01,1348.72,1083.29,1023.93,1518.76,1653.24,1590.61,1264.43,1220.84,1185.92
2014,1284.04,1098.28,1097.70,1106.10,990.48,900.10,1227.19,1112.52,1123.94,1362.45,1341.97,967.45,1200.80,1046.49,1570.00,1580.40,1146.33,983.98,1315.11,1003.05,962.71,1454.25,1607.36,1558.99,1181.73,1192.97,1142.56
2015,1018.04,876.31,961.24,963.51,800.70,746.10,947.86,839.14,814.59,1133.93,1143.90,799.23,940.87,825.91,1227.39,1231.90,986.31,820.72,1038.55,811.59,796.28,1177.57,1283.54,1142.71,867.53,934.30,908.17
2016,1353.01,1208.24,1262.78,1268.62,1097.55,1022.90,1280.87,1135.89,1066.12,1484.19,1458.38,1087.71,1288.14,1122.33,1633.01,1638.90,1295.86,1114.94,1392.63,1110.54,1068.44,1544.57,1694.60,1519.32,1173.73,1272.53,1232.61
2017,1268.49,1118.24,1249.62,1252.86,997.04,946.10,1161.48,1015.25,888.08,1457.31,1459.13,964.33,1187.18,989.24,1532.94,1531.30,1279.02,1065.32,1351.65,999.28,1046.36,1442.53,1649.28,1377.15,1027.91,1212.96,1181.58
2018,1042.23,871.22,919.89,922.75,818.77,736.20,1004.16,930.43,954.86,1102.90,1110.54,866.37,949.55,928.27,1253.38,1262.90,947.34,809.43,1016.48,847.46,772.37,1147.32,1282.06,1236.00,988.93,912.51,887.23
2019,1273.68,1092.63,1223.18,1229.41,991.08,915.90,1171.67,1026.45,967.04,1449.29,1439.32,935.34,1178.96,986.05,1554.74,1556.90,1255.51,1019.77,1332.16,992.77,1003.50,1487.55,1655.80,1430.76,1056.61,1186.22,1149.60
2020,1115.46,935.68,1047.10,1048.22,853.82,772.70,1031.40,910.76,894.15,1241.10,1255.53,836.39,1018.42,879.09,1346.49,1351.50,1075.51,871.79,1139.22,866.79,854.53,1288.60,1412.24,1297.52,955.09,1018.44,985.84
2021,1289.17,1164.79,1215.87,1224.29,1064.73,1002.70,1230.04,1069.92,983.18,1409.05,1358.24,1041.16,1233.60,1059.11,1570.46,1577.20,1244.44,1109.58,1344.76,1071.93,1060.22,1435.85,1625.19,1469.14,1102.40,1226.45,1199.78
