Variable:,pr
,Ukraine,Cherkas'ka,Chernihivs'ka,Chernivets'ka,Dnipropetrovs'ka,Donets'ka,Ivano-frankivs'ka,Kharkivs'ka,Khersons'ka,Khmel'nyts'ka,Kirovohrads'ka,Krym,Kyyivs'ka,L'vivs'ka,Luhans'ka,Mykolayivs'ka,Odes'ka,Poltavs'ka,Rivnens'ka,Sums'ka,Ternopil's'ka,Vinnyts'ka,Volyns'ka,Zakarpats'ka,Zaporiz'ka,Zhytomyrs'ka
2010,665.72,615.22,587.41,783.15,604.20,592.35,985.63,592.21,591.89,712.03,624.01,652.72,632.25,936.25,555.44,631.27,615.78,593.76,736.31,611.18,767.28,685.14,743.61,1100.53,625.59,705.59
2011,456.03,478.65,507.28,455.63,412.73,464.03,559.61,463.48,333.50,438.91,439.73,389.15,491.00,544.27,460.96,374.10,373.54,460.34,494.25,514.36,445.27,448.33,492.34,614.49,392.59,508.97
2012,563.63,564.90,667.66,611.95,484.97,475.43,719.10,566.83,361.53,637.78,514.00,369.34,642.46,690.57,490.45,434.80,474.96,576.85,698.00,642.05,635.99,604.64,637.70,705.93,428.79,728.50
2013,570.06,569.55,617.93,678.46,469.59,481.89,770.84,538.64,379.40,664.39,499.96,454.17,643.58,734.37,484.77,428.58,462.41,551.25,714.67,615.49,666.64,633.16,686.50,786.89,440.37,716.61
2014,521.01,497.94,484.27,627.67,481.87,506.07,747.73,496.06,413.88,551.90,487.54,443.90,506.55,693.27,463.27,455.13,522.07,491.87,548.29,496.24,580.49,547.40,558.29,798.95,479.26,558.51
2015,492.50,475.89,490.84,469.55,512.65,514.50,578.59,524.65,443.08,424.01,498.57,488.62,471.16,550.54,496.96,462.25,461.62,517.33,481.99,528.80,442.09,424.99,497.53,653.80,500.55,476.13
2016,639.33,614.67,647.65,614.53,656.38,672.85,780.78,701.23,542.30,567.92,617.07,604.70,612.58,764.99,646.57,557.10,536.25,689.79,640.81,721.82,599.48,565.33,664.52,880.17,625.87,621.86
2017,526.29,489.60,557.39,586.27,434.79,487.55,711.77,488.69,393.51,553.11,452.96,478.07,542.59,707.67,480.94,423.06,473.53,473.87,642.15,544.26,587.07,535.10,662.84,763.99,455.61,613.97
2018,549.60,564.02,557.54,626.52,512.61,535.57,722.32,539.45,437.70,572.26,537.12,499.13,572.69,667.95,503.84,477.89,478.55,549.24,563.31,559.59,587.33,565.35,557.00,752.72,516.93,582.09
2019,462.25,410.97,438.20,544.68,428.76,460.63,669.05,453.13,382.57,485.14,417.00,441.45,440.16,620.93,454.34,385.31,356.24,420.30,516.25,460.15,526.66,443.93,516.99,721.51,449.66,504.05
2020,497.11,461.04,499.71,628.35,430.26,441.10,771.00,459.25,361.19,565.07,429.82,396.81,502.20,738.27,437.41,394.66,391.93,461.28,574.66,513.39,613.84,528.26,582.87,819.49,418.49,563.34
2021,623.82,602.71,593.91,644.11,622.37,654.07,746.64,592.46,578.38,601.45,630.61,631.55,606.39,714.49,593.90,613.41,595.66,589.28,640.00,594.55,621.14,605.95,641.62,776.28,645.66,640.40
