Variable:,pr
,Russia,"Adygeya Rep.","Aginskiy Buryatskiy A. Okrug","Altay Rep.","Altayskiy Kray","Amurskaya Oblast","Arkhangelskaya Oblast","Astrakhanskaya Oblast","Bashkortostan Rep.","Belgorodskaya Oblast","Bryanskaya Oblast","Buryatiya Rep.","Chechnya Rep.","Chelyabinskaya Oblast","Chitinskaya Oblast","Chukotskiy Okrug","Chuvashiya Rep.","Dagestan Rep.","Evenkiyskiy Okrug","Ingushetiya Rep.","Irkutskaya Oblast","Ivanovskaya Oblast","Kabardino-balkariya Rep.","Kaliningradskaya Oblast","Kalmykiya Rep.","Kaluzhskaya Oblast","Kamchatskaya Oblast","Karatchayevo-cherkesiya Rep.","Karelya Rep.","Kemerovskaya Oblast","Khabarovskiy Kray","Khakasiya Rep.","Khanty-mansyiskiy Okrug","Kirovskaya Oblast","Komi Rep.","Komi-permyatskiy Okrug","Koryakskiy Okrug","Kostromskaya Oblast","Krasnodarskiy Kray","Krasnoyarskiy Kray","Kurganskaya Oblast","Kurskaya Oblast","Administrative unit not available","Leningradskaya Oblast","Lipetskaya Oblast","Magadanskaya Oblast","Mariy-el Rep.","Mordoviya Rep.","Moskovskaya Oblast",Moskva,"Murmanskaya Oblast","Name Unknown","Nenetskiy Okrug","Nizhegorodskaya Oblast","Novgorodskaya Oblast","Novosibirskaya Oblast","Omskaya Oblast","Orenburgskaya Oblast","Orlovskaya Oblast","Penzenskaya Oblast","Permskaya Oblast","Primorskiy Kray","Pskovskaya Oblast","Rostovskaya Oblast","Ryazanskaya Oblast","Sakha Rep.","Sakhalinskaya Oblast","Samarskaya Oblast",Sankt-peterburg,"Saratovskaya Oblast","Severnaya Osetiya-alaniya Rep.","Smolenskaya Oblast","Stavropolskiy Kray","Sverdlovskaya Oblast","Tambovskaya Oblast","Tatarstan Rep.","Taymyrskiy Okrug","Tomskaya Oblast","Tulskaya Oblast","Tverskaya Oblast","Tyumenskaya Oblast","Tyva Rep.","Udmurtiya Rep.","Ulyanovskaya Oblast","Ustordynskiy Buryatskiy Okrug","Vladimirskaya Oblast","Volgogradskaya Oblast","Vologodskaya Oblast","Voronezhskaya Oblast","Yamalo-nenetskiy Okrug","Yaroslavskaya Oblast","Yevreyskaya A. Oblast"
1921,424.19,762.10,285.95,463.74,515.65,379.83,599.90,212.51,439.01,403.76,495.65,407.01,640.60,426.56,308.42,310.54,459.18,583.33,427.08,874.01,382.80,533.81,881.53,649.19,276.42,506.20,553.34,955.03,642.01,551.36,552.99,525.19,559.33,559.09,526.58,599.21,471.27,565.95,589.45,451.99,370.89,443.40,310.02,733.51,431.56,363.51,504.15,471.35,529.64,550.14,544.06,385.73,396.76,520.17,726.40,418.92,347.07,313.06,460.46,448.47,608.87,572.04,670.09,376.70,474.67,300.43,587.23,398.05,740.01,360.93,981.86,587.84,454.00,517.42,416.18,445.54,279.49,552.26,478.20,625.22,449.81,627.61,521.25,420.02,354.87,520.64,331.26,573.57,384.53,412.63,529.23,464.85
1922,463.88,910.27,389.76,401.00,580.60,642.82,642.67,275.67,472.24,630.85,692.09,439.40,717.64,475.16,410.48,312.05,603.22,635.59,435.29,982.25,427.79,676.50,1001.89,655.17,324.48,695.17,820.44,1102.98,619.95,549.20,681.44,545.27,512.27,621.31,553.39,635.30,475.64,703.69,741.44,489.56,417.03,685.71,335.45,733.30,631.93,363.51,603.74,641.01,677.10,706.10,483.85,487.18,406.39,677.45,700.19,465.65,463.30,391.16,685.43,598.65,619.92,704.30,677.41,529.63,657.66,299.13,812.29,484.96,735.16,460.58,1122.94,713.49,499.68,505.34,598.65,517.08,263.32,542.60,679.89,662.70,494.51,636.04,549.43,549.26,422.75,670.41,432.48,646.91,578.38,407.43,626.79,619.71
1923,453.30,787.84,316.12,375.37,441.24,615.41,698.36,241.41,436.14,478.69,601.89,421.28,606.10,404.93,384.38,309.78,561.59,538.68,446.96,850.17,393.96,651.06,861.91,780.24,288.28,662.01,831.90,962.46,650.53,526.53,631.77,619.54,485.59,650.17,619.24,727.91,474.76,670.38,634.22,501.16,375.86,526.27,263.96,766.85,598.86,363.51,586.86,586.27,664.59,686.59,476.74,405.18,397.61,637.41,741.00,364.28,391.63,359.63,614.43,546.40,641.30,710.42,728.38,441.40,637.34,305.22,810.41,471.21,755.84,422.63,946.82,696.62,431.46,505.97,571.93,500.83,263.53,512.20,664.79,693.10,486.94,549.37,542.43,512.11,346.19,648.21,407.23,695.53,516.31,406.59,632.49,546.52
1924,433.56,683.68,375.44,454.35,447.55,545.18,596.56,173.45,427.06,413.59,484.36,455.22,597.91,427.57,403.02,310.57,413.67,575.44,459.40,765.63,441.97,490.54,809.65,725.70,234.05,498.05,716.36,914.04,552.52,517.94,618.72,531.44,513.37,572.05,535.71,631.76,473.29,545.07,532.45,524.96,376.27,441.37,320.22,638.55,396.56,363.51,471.50,403.58,493.18,519.43,422.04,338.62,382.62,476.27,601.92,349.95,337.66,295.64,457.99,369.37,614.27,575.18,630.37,367.78,412.99,308.40,808.64,358.55,657.64,296.03,861.10,534.71,394.11,515.88,366.85,411.02,277.06,521.61,476.73,543.52,480.11,537.10,520.81,380.56,382.06,469.91,284.72,548.65,378.98,402.15,498.96,484.03
1925,459.52,921.88,370.36,424.58,482.55,459.21,602.25,327.25,602.87,687.05,722.91,464.13,597.22,484.50,391.86,310.85,626.25,506.96,439.13,791.47,394.80,752.64,855.19,790.74,367.57,784.06,676.91,994.78,561.89,538.68,586.38,646.26,511.06,728.32,536.47,728.91,463.53,783.51,796.99,531.96,411.74,741.42,291.92,775.59,732.98,346.28,676.39,684.40,780.50,834.47,428.15,513.05,345.90,720.70,821.42,394.34,438.55,460.78,777.17,672.31,754.60,754.55,790.62,649.49,711.27,298.24,694.34,602.28,777.13,551.61,879.51,794.58,497.88,584.18,686.27,652.85,236.74,521.19,773.13,797.42,508.46,748.42,714.85,624.24,409.72,732.43,567.79,722.51,709.68,343.89,731.35,565.11
1926,443.00,751.76,319.46,494.75,477.96,510.71,533.92,302.54,661.70,498.29,602.64,451.24,692.31,564.05,365.35,321.21,660.87,603.72,454.56,922.81,392.82,621.42,954.57,791.68,318.83,648.06,799.19,1006.42,486.70,480.41,535.02,573.72,511.49,679.93,490.86,716.14,450.42,619.16,587.34,511.80,442.56,526.94,330.00,632.88,530.23,324.48,681.35,666.75,645.67,692.94,443.40,395.06,306.36,650.86,684.15,423.52,472.58,496.95,586.40,677.28,729.41,635.87,643.96,453.56,580.06,290.34,750.71,699.05,641.14,572.79,1035.32,665.81,449.79,582.62,564.32,731.53,287.72,498.19,605.48,654.70,515.53,569.43,718.07,705.90,431.43,613.18,473.29,573.65,515.42,360.14,604.40,496.74
1927,468.72,875.75,274.13,459.04,457.29,603.90,637.20,260.18,513.83,590.94,673.58,474.65,659.89,535.98,381.96,264.57,550.62,599.86,458.13,869.92,456.52,669.46,924.89,782.73,312.72,707.42,819.61,1055.77,570.12,523.59,651.85,614.36,527.57,629.91,572.66,702.30,467.74,687.37,695.21,575.79,468.74,630.50,348.36,749.88,627.09,399.50,565.06,610.45,705.13,737.00,433.99,441.61,320.18,622.24,737.22,439.06,429.79,331.17,666.97,614.88,704.43,839.18,730.73,497.14,644.44,297.97,870.82,463.65,786.52,453.75,1004.59,762.56,475.88,626.32,606.28,531.34,309.08,538.61,681.95,713.69,540.98,622.40,576.92,554.24,465.25,660.96,452.93,659.40,572.57,379.42,678.15,586.07
1928,447.96,657.80,351.08,495.09,495.81,646.44,657.71,226.91,578.31,528.97,620.10,427.60,649.37,563.66,368.49,285.40,572.70,586.22,442.31,858.67,418.83,625.60,842.44,737.44,278.63,634.68,606.28,879.26,592.66,528.98,576.37,648.65,507.39,634.30,554.65,678.30,434.36,654.52,527.25,531.41,455.83,572.95,330.23,784.70,600.10,333.92,578.18,626.79,647.68,681.37,445.83,366.53,308.48,611.67,785.12,456.83,450.41,446.75,616.01,644.32,629.09,806.86,753.36,419.70,605.92,283.69,614.58,521.53,814.70,490.04,954.18,673.91,418.57,540.18,585.80,566.91,305.66,488.95,626.00,700.47,512.55,664.07,596.13,587.24,362.93,612.35,400.72,659.85,519.74,344.58,650.31,654.30
1929,437.54,708.00,455.19,418.48,385.26,605.99,630.54,179.89,392.01,452.79,515.03,448.16,572.27,341.74,453.01,313.09,537.68,539.77,432.46,743.54,418.51,568.35,711.51,635.16,229.52,514.41,730.95,844.39,572.73,503.40,581.77,603.12,553.37,635.25,588.40,632.64,438.34,647.73,571.02,549.40,305.25,492.64,312.89,648.79,470.08,320.37,586.84,516.50,522.00,546.20,518.92,375.09,347.66,600.81,606.14,346.26,353.67,268.87,493.16,486.75,568.29,718.82,596.73,414.92,487.21,293.31,664.71,392.46,661.84,349.42,816.66,560.57,389.45,448.16,453.74,477.26,295.01,487.78,492.68,568.38,421.59,640.24,539.22,473.55,398.09,533.64,312.11,627.00,440.84,413.79,562.75,675.81
1930,444.68,781.80,367.10,527.84,519.04,514.99,568.22,233.07,479.62,519.79,636.72,499.54,636.15,426.36,410.44,278.12,552.33,566.16,450.26,871.41,405.02,647.05,816.25,780.55,273.72,644.02,967.51,867.43,532.06,599.78,535.45,694.10,511.25,637.65,565.48,707.55,466.76,674.77,621.25,594.13,356.70,581.38,335.34,694.81,513.30,331.57,570.21,546.34,647.53,683.67,391.20,383.88,321.83,593.67,705.55,465.01,436.18,336.54,593.16,568.43,690.68,620.80,697.03,433.01,525.28,272.32,723.09,529.13,701.76,465.99,975.44,689.98,412.32,548.15,508.20,564.57,295.51,566.11,584.06,676.82,446.05,686.47,595.96,566.91,451.91,616.21,395.76,632.54,488.28,362.86,663.09,572.20
1931,427.26,926.44,355.63,345.90,332.10,544.21,615.07,243.88,419.64,586.77,643.52,470.44,754.86,402.06,420.78,272.43,526.37,612.07,403.40,1083.37,415.54,588.14,1081.00,711.72,316.53,653.70,641.36,1196.00,612.51,402.35,510.48,474.39,479.34,592.33,554.88,604.99,435.52,644.82,735.63,530.45,331.48,651.54,317.83,675.15,619.20,340.96,548.68,559.82,606.14,641.28,519.95,473.69,375.14,592.64,626.65,304.70,346.87,347.96,676.56,547.32,565.75,742.49,604.71,453.63,585.52,273.05,763.83,445.66,653.43,432.20,1198.65,633.94,568.20,484.36,546.09,477.20,311.60,456.86,656.19,586.42,404.35,551.88,500.55,509.11,484.00,571.61,381.81,636.09,512.91,377.79,584.15,618.75
1932,445.47,868.82,461.60,481.22,389.86,451.07,629.99,274.21,502.42,638.76,681.48,572.67,783.05,480.39,426.90,263.68,444.64,664.87,457.35,1005.22,465.37,528.27,1030.29,737.18,339.82,678.08,719.41,1081.68,583.69,519.10,532.86,614.71,558.16,611.63,587.09,658.51,434.24,568.16,706.19,533.01,437.33,685.59,374.03,685.54,556.39,256.93,506.35,457.31,604.73,636.16,598.87,474.70,408.80,509.94,736.12,416.25,493.98,358.87,678.73,465.45,646.53,837.99,669.52,502.40,494.43,252.27,682.42,440.40,665.37,393.10,1116.29,696.41,555.22,551.08,473.34,486.15,304.61,539.01,622.77,676.75,539.18,640.27,578.18,445.29,595.63,515.71,392.69,586.44,542.02,415.42,543.98,639.37
1933,434.38,1010.32,369.63,398.00,416.63,535.25,537.69,312.51,389.32,653.82,827.41,489.59,674.02,380.86,424.12,248.27,464.01,607.14,456.74,926.31,434.12,581.06,999.65,735.26,392.88,836.42,824.37,1161.64,516.27,524.98,572.79,577.38,428.15,472.98,454.25,510.17,481.77,565.45,833.88,547.95,356.71,725.79,339.17,658.11,644.27,361.71,464.86,507.24,708.52,746.69,376.17,568.77,311.22,525.33,686.26,445.49,445.61,276.79,791.28,533.91,507.81,686.31,625.74,593.35,580.19,286.24,719.35,376.37,624.38,430.86,1058.77,825.17,572.94,441.62,546.69,422.67,255.54,561.90,759.80,683.63,404.48,609.61,445.79,451.02,461.75,582.39,456.23,563.58,593.92,386.18,604.92,638.37
1934,408.28,771.74,453.08,423.10,423.04,437.09,587.33,197.15,382.95,429.54,548.80,458.67,540.55,362.99,487.47,243.10,449.61,449.34,375.41,768.05,409.69,555.14,799.21,629.84,248.20,601.75,688.96,938.80,593.03,487.18,471.06,578.91,466.12,563.97,506.09,570.67,423.04,598.31,596.43,526.49,297.73,492.50,233.02,655.35,468.80,300.85,487.13,454.81,591.84,620.10,475.46,376.09,341.56,505.97,633.10,446.14,416.98,311.49,555.65,463.05,501.57,743.98,602.50,376.95,465.13,268.60,677.66,384.09,660.56,386.13,855.91,600.60,429.82,407.87,426.85,416.95,253.17,524.48,571.27,613.01,384.75,616.70,472.31,446.91,401.46,535.60,336.83,626.75,421.14,372.53,600.92,595.89
1935,446.96,576.54,309.42,412.60,369.15,600.73,691.67,213.67,450.77,587.74,679.14,422.34,574.69,423.78,357.32,258.66,514.07,548.15,456.36,743.17,411.31,720.88,733.08,761.54,235.64,714.15,577.38,748.86,647.69,518.62,541.71,617.00,541.24,641.40,568.01,634.48,415.62,738.99,484.18,556.34,378.51,652.38,328.16,803.00,584.75,287.09,579.89,514.08,747.92,798.43,461.83,320.92,343.09,618.88,798.60,378.96,402.54,320.38,662.52,487.46,608.05,803.94,775.10,398.14,592.66,314.24,731.75,426.22,798.22,368.14,831.88,744.92,351.03,520.95,515.58,491.96,313.84,524.27,665.18,777.77,462.18,663.53,557.70,458.72,383.64,696.73,312.31,754.75,512.89,384.83,772.91,585.65
1936,439.85,894.87,423.41,523.29,503.36,698.96,572.01,219.51,391.17,520.97,589.26,542.79,762.72,336.48,469.47,270.13,488.58,626.41,429.14,1093.76,467.46,531.64,1084.14,735.67,280.38,612.25,681.49,1173.72,497.58,607.73,660.99,772.93,458.31,552.28,496.57,551.19,426.24,583.04,690.89,600.37,275.82,583.45,319.82,644.60,488.67,255.28,507.91,475.32,558.75,593.99,439.47,429.53,387.37,533.93,635.66,429.85,345.66,308.46,591.47,461.66,506.06,873.23,609.55,420.56,462.34,270.11,801.13,405.80,675.19,363.88,1229.63,617.02,496.16,388.00,428.09,457.82,279.93,519.49,565.07,597.61,330.59,739.41,488.76,454.70,508.11,502.63,331.36,556.52,436.96,389.97,520.09,694.05
1937,440.10,944.47,355.59,545.18,501.40,541.60,500.77,252.97,464.22,569.87,725.93,494.10,645.74,449.82,415.23,239.13,475.63,573.58,423.55,866.94,489.32,518.99,914.70,695.27,333.65,664.78,754.97,1048.93,540.60,607.68,586.92,725.82,419.04,504.71,445.68,512.30,439.07,547.67,762.50,574.69,350.14,655.84,307.34,698.26,526.21,364.09,497.48,470.41,565.77,584.88,400.73,497.95,355.09,507.50,643.99,436.36,382.34,311.37,656.99,476.77,542.05,700.66,635.83,433.65,462.08,308.63,739.50,396.98,709.21,388.55,966.44,659.92,514.57,479.27,454.21,451.89,305.48,522.32,600.46,583.42,396.53,735.88,496.16,445.18,521.32,503.31,337.25,579.87,481.36,392.96,546.64,675.59
1938,452.41,730.68,442.73,607.67,536.40,614.40,619.81,193.97,451.62,444.51,518.89,557.68,617.97,465.87,436.41,259.07,436.19,563.28,418.53,803.83,467.98,512.92,780.63,690.64,237.09,488.72,757.04,848.44,559.97,631.80,557.27,761.36,519.31,543.44,566.47,530.37,407.68,609.46,579.16,570.32,479.83,458.73,320.31,608.44,417.85,321.10,481.33,434.26,469.53,490.89,459.79,323.57,424.46,510.73,534.65,505.25,520.79,320.79,468.43,392.19,510.75,763.10,554.73,328.33,420.24,335.16,697.89,365.69,614.07,289.43,903.87,524.66,368.50,474.63,370.62,435.35,308.11,570.99,453.35,482.94,538.16,725.05,485.78,392.64,578.44,474.70,243.31,597.78,377.29,414.62,502.02,591.98
1939,444.22,1119.05,359.23,466.45,462.95,500.31,587.46,237.92,403.27,468.59,526.22,434.77,764.01,394.89,395.40,255.24,487.26,624.19,422.93,1092.20,411.25,571.30,1199.85,686.28,331.52,538.25,824.75,1343.43,496.96,533.81,576.07,623.02,562.51,609.88,592.22,637.32,451.47,619.01,878.05,569.03,342.89,504.30,324.46,594.20,420.25,411.28,520.01,482.64,543.27,568.42,416.17,511.88,397.67,548.82,576.20,397.78,382.05,268.70,511.82,471.81,571.28,793.16,523.50,487.73,442.71,289.62,750.46,399.70,597.72,375.96,1262.35,552.43,600.58,453.20,402.77,449.88,339.20,490.55,503.49,537.27,426.23,639.95,511.02,459.47,415.94,543.69,357.62,570.53,429.57,476.67,552.15,591.19
1940,450.37,896.59,420.73,494.69,488.96,559.01,572.43,275.27,443.84,569.80,637.07,537.40,707.56,422.68,433.58,268.41,501.21,606.37,432.06,990.67,451.77,588.05,1057.41,773.47,334.67,660.99,871.85,1128.52,527.43,554.54,603.43,652.60,491.70,564.16,508.82,547.29,448.10,625.50,755.12,568.82,408.87,619.95,337.23,611.00,532.89,337.65,527.75,508.30,619.88,657.21,492.19,470.37,365.86,564.47,631.85,417.19,391.94,342.44,638.38,518.15,529.38,681.15,604.54,514.60,495.46,314.36,838.88,425.53,610.79,420.78,1123.80,657.23,505.17,454.61,488.75,463.52,280.67,518.75,611.49,628.88,463.79,681.43,505.46,470.44,521.57,551.99,404.70,589.48,514.18,377.00,600.86,681.13
1941,461.43,1032.27,506.92,486.80,478.91,445.14,594.37,348.99,602.90,775.49,732.53,513.38,649.26,559.80,462.57,267.76,657.65,598.80,476.85,863.98,466.70,596.11,1002.61,634.25,402.95,699.58,700.39,1193.43,441.09,568.46,497.00,658.52,534.52,607.77,545.97,561.89,424.30,613.10,852.51,609.02,427.56,826.63,364.75,468.86,699.09,370.24,644.55,671.87,631.98,673.11,363.52,585.47,378.00,632.30,501.07,483.51,442.45,467.59,785.07,694.77,587.93,780.44,495.15,648.25,638.43,272.70,695.37,596.99,438.53,577.78,1013.72,601.84,565.55,507.64,635.78,672.80,375.86,567.34,728.26,539.21,457.81,675.35,625.58,668.21,550.98,601.30,560.97,576.46,670.61,444.80,577.32,542.08
1942,465.01,799.17,344.54,523.38,540.89,614.07,631.53,212.12,518.78,454.92,525.35,458.56,689.98,505.44,379.10,272.74,509.24,622.42,465.93,866.03,411.81,578.62,840.59,614.83,275.16,548.70,876.55,923.23,567.85,593.68,698.58,659.23,517.47,602.11,574.68,659.42,425.73,606.08,635.48,567.42,455.49,490.12,305.07,678.37,422.21,335.44,554.86,492.77,549.38,562.82,412.75,414.02,394.48,566.97,667.58,472.77,460.13,374.64,499.38,486.59,676.14,759.40,602.73,410.24,439.05,317.56,886.62,421.40,660.58,407.12,940.86,610.13,457.48,584.91,401.93,503.41,330.39,556.31,485.57,620.94,495.18,648.11,570.03,478.54,502.41,535.13,342.63,612.41,397.65,430.04,578.93,664.30
1943,461.95,749.31,332.57,396.62,411.18,598.75,592.25,193.63,466.68,429.42,530.02,413.59,691.25,490.05,361.76,303.73,567.35,641.00,481.01,866.30,396.23,595.56,824.44,706.28,270.83,541.59,973.12,913.10,550.76,482.75,655.89,574.96,526.42,624.83,600.16,638.05,519.06,627.70,604.93,569.43,418.57,486.42,347.83,656.21,423.36,415.13,595.65,531.09,555.75,579.54,512.47,378.60,398.87,600.74,638.23,388.13,396.09,295.86,480.56,464.45,645.19,841.76,652.89,352.19,461.34,328.26,727.64,405.41,664.90,326.78,917.89,609.67,438.97,578.91,403.89,511.81,338.11,541.14,487.30,599.02,479.46,605.66,574.42,478.71,392.53,562.32,267.27,579.10,365.65,418.95,568.07,690.82
1944,458.75,920.96,352.95,456.59,450.68,450.24,551.40,207.53,419.37,495.63,536.03,446.60,692.00,364.66,358.32,265.36,538.79,612.92,489.64,921.26,471.44,519.59,983.22,639.94,298.88,526.68,782.15,1146.37,506.71,544.35,590.98,657.49,557.71,587.53,569.89,627.36,438.38,539.71,735.23,607.06,347.59,530.48,303.74,587.66,485.14,384.82,555.10,535.00,496.22,505.61,449.63,467.18,357.80,554.48,544.20,460.04,435.68,311.70,532.51,535.11,580.51,680.10,575.37,475.77,487.67,352.90,779.40,481.20,573.92,415.10,1020.85,525.40,532.74,464.33,470.10,537.37,352.70,558.70,523.62,494.16,428.65,634.07,563.45,515.76,484.51,511.81,372.50,529.16,472.86,430.04,472.08,514.93
1945,452.63,933.94,374.65,356.23,352.27,520.65,590.87,291.41,566.49,554.27,625.08,482.80,618.54,557.08,378.55,253.38,587.68,540.92,494.81,809.19,441.73,687.13,891.73,823.64,330.99,664.79,758.15,1062.76,537.02,474.03,528.46,491.70,522.46,595.54,521.48,591.49,474.53,647.66,742.10,544.17,484.56,625.31,307.98,651.73,595.54,402.92,599.59,603.30,680.45,707.46,407.56,429.41,333.93,654.97,683.29,407.01,479.69,489.21,683.96,593.68,630.22,670.40,674.41,494.48,610.47,299.26,722.63,535.04,639.86,521.01,927.25,637.56,473.05,580.30,542.32,531.71,321.32,520.91,696.77,635.39,533.70,505.30,556.47,556.14,490.36,671.26,470.11,578.39,544.16,436.74,615.08,604.33
1946,461.64,797.19,261.26,614.66,618.50,672.02,557.87,248.81,574.06,387.45,431.98,396.54,647.07,563.16,354.66,317.64,533.17,600.92,443.94,898.35,487.07,583.78,915.37,695.16,283.99,483.13,833.30,1009.77,506.54,645.26,703.78,719.00,485.29,583.20,471.62,570.25,481.19,610.56,644.15,612.11,467.60,414.70,326.64,615.12,362.01,401.54,571.97,488.34,540.08,560.23,379.69,394.18,298.82,575.65,613.37,559.61,532.26,485.62,430.48,437.49,603.35,833.61,555.96,449.89,423.54,314.57,812.71,487.56,618.74,366.86,1026.98,500.53,426.06,532.71,363.00,529.05,282.55,548.92,450.69,581.03,510.21,652.37,568.24,468.67,447.84,542.54,343.18,588.05,371.85,345.01,593.08,795.36
1947,447.99,930.30,469.75,501.96,536.51,511.51,594.07,244.93,577.57,627.63,709.07,542.61,578.84,534.19,462.00,252.29,599.74,519.82,421.50,777.56,427.29,740.18,859.03,657.91,282.65,696.98,688.49,1059.60,456.07,630.60,542.74,677.41,565.66,727.64,513.36,683.54,391.40,776.70,719.39,554.32,450.87,688.31,283.92,607.67,510.20,300.53,662.82,595.28,675.08,705.63,412.26,408.66,340.29,706.12,609.41,496.82,471.99,469.79,657.69,564.20,662.57,782.87,560.60,476.23,553.25,252.81,717.29,546.84,582.55,459.08,881.19,697.20,457.40,571.43,492.74,594.98,331.05,579.78,622.09,651.90,563.53,586.23,669.92,547.95,515.11,692.50,398.06,694.78,518.61,384.50,709.34,639.12
1948,479.88,822.42,543.00,434.10,483.76,650.21,723.63,240.30,482.72,525.67,531.48,555.20,660.78,418.31,494.20,271.36,521.62,612.21,496.82,874.65,494.60,543.26,924.69,768.29,292.71,538.02,894.86,1055.51,619.03,602.63,650.05,654.38,583.32,628.75,616.81,699.04,429.92,580.87,626.06,634.14,378.59,565.54,353.17,720.87,469.42,319.83,559.19,501.43,540.11,566.17,555.81,408.53,389.09,541.20,689.27,453.65,418.12,364.73,544.30,510.27,674.58,784.15,642.51,388.78,465.35,301.18,742.69,531.80,712.26,452.45,987.80,549.53,475.19,554.49,434.08,572.53,324.86,543.90,517.95,592.31,481.98,611.16,612.92,534.67,572.82,521.42,355.75,625.19,440.77,481.40,548.58,708.79
1949,450.14,705.02,364.40,465.63,480.64,590.98,666.97,158.89,404.32,431.05,558.47,534.55,523.59,364.67,460.72,307.92,433.59,475.34,476.36,724.61,447.67,504.86,747.31,720.42,198.96,565.78,783.75,854.63,654.18,594.07,531.02,664.37,487.93,518.72,571.66,510.45,407.45,517.93,558.49,601.18,359.57,492.71,245.58,653.30,389.87,303.22,485.81,437.21,563.64,586.38,579.22,304.19,453.15,487.96,661.14,477.61,468.38,302.96,485.24,398.78,503.71,680.07,596.35,304.88,438.21,325.39,714.00,396.04,607.94,291.29,813.20,589.13,358.97,434.52,362.89,462.88,310.50,586.30,486.82,614.56,490.97,576.97,494.00,409.19,427.93,512.91,231.47,565.74,343.08,426.65,554.02,619.37
1950,471.89,823.62,321.81,469.70,446.30,535.19,604.30,226.95,485.34,512.41,563.58,473.10,585.84,523.49,361.53,370.01,508.81,528.76,455.50,802.25,437.25,655.71,928.83,913.70,276.39,598.75,950.73,1089.13,551.32,578.85,587.60,682.11,595.96,575.63,589.02,640.06,557.99,622.74,609.82,589.09,493.97,570.47,300.54,656.47,493.42,461.39,550.75,477.96,653.76,693.20,422.33,368.19,384.48,573.69,698.77,424.86,484.90,357.69,573.59,474.80,710.45,651.50,666.97,381.58,517.02,322.77,673.69,440.07,652.80,404.91,944.75,614.67,433.10,666.70,455.59,515.58,339.93,518.94,583.76,664.36,552.83,655.42,570.88,458.28,520.10,625.98,361.13,578.77,446.37,411.49,637.36,546.58
1951,453.28,870.20,361.02,421.35,337.91,641.69,642.77,194.31,413.19,504.56,509.32,482.17,643.27,404.14,433.42,259.74,419.47,556.18,469.22,928.77,451.83,480.59,994.13,520.12,257.45,539.55,744.64,1108.38,563.47,484.15,658.84,621.34,493.02,527.69,604.19,525.51,371.61,542.70,667.33,568.12,335.81,580.81,327.19,558.51,565.06,338.45,456.52,448.15,534.88,573.71,538.35,367.66,487.51,477.46,522.95,316.02,346.59,290.93,631.20,435.36,505.61,849.18,515.22,364.81,515.14,334.62,716.99,354.91,553.26,321.90,1079.59,453.89,468.80,427.87,462.30,419.89,347.44,468.11,618.24,485.92,390.06,624.95,471.39,399.72,422.42,490.23,278.15,592.41,446.39,476.47,503.28,747.85
1952,467.18,939.75,373.95,514.07,425.41,487.11,683.02,281.11,431.55,673.65,755.76,509.65,558.79,364.53,393.80,283.67,597.21,477.58,452.39,782.71,512.84,785.16,847.57,777.44,329.82,820.14,878.70,1006.91,631.73,527.60,539.65,686.61,506.68,691.10,562.21,626.69,451.80,813.44,774.82,573.48,293.27,775.64,259.45,774.64,686.49,337.40,635.31,627.17,820.27,867.24,482.85,485.54,350.99,721.92,744.96,394.90,350.83,325.42,803.57,588.48,581.96,658.68,715.96,510.21,711.77,313.66,721.29,463.17,724.11,456.58,891.72,772.71,500.34,460.48,596.49,517.47,349.75,486.06,818.21,741.94,370.45,731.69,549.49,546.65,566.55,782.68,435.02,785.76,570.69,437.57,752.89,632.58
1953,465.44,900.75,397.46,443.33,470.83,642.22,607.98,252.37,523.76,427.16,560.26,415.85,615.54,485.96,361.79,254.07,572.84,512.88,517.41,908.07,425.62,691.27,1033.36,533.84,295.40,639.36,819.75,1146.52,576.90,546.92,644.90,641.18,527.42,639.32,547.06,590.11,452.00,717.72,685.15,594.35,396.80,484.99,298.01,698.36,473.22,364.20,604.62,530.84,688.66,718.03,495.65,410.25,406.89,631.23,747.65,449.70,436.88,396.86,537.81,479.72,591.90,653.85,641.50,401.58,534.72,319.40,575.64,493.72,680.00,373.69,1092.97,656.88,485.92,510.21,438.35,559.46,355.67,495.34,595.69,704.16,459.76,562.93,569.50,526.02,436.05,662.16,345.62,680.16,408.77,457.91,667.50,644.45
1954,452.26,837.62,333.81,553.95,561.44,463.53,608.30,245.26,451.26,545.04,548.19,416.43,501.52,404.04,344.39,308.74,580.52,481.62,468.65,703.62,420.68,578.30,807.02,755.59,272.12,547.34,834.98,983.35,627.27,620.28,539.72,741.46,503.37,605.89,561.04,590.60,411.36,647.97,641.28,596.44,361.84,607.85,265.17,718.25,530.54,339.11,584.43,587.63,545.09,571.27,536.05,349.11,409.22,599.40,646.68,458.03,408.79,345.11,596.41,603.11,556.54,823.28,617.86,370.42,516.12,315.45,658.27,474.74,700.69,459.15,809.54,544.32,410.29,434.22,511.08,536.11,357.77,494.88,553.94,564.43,392.57,694.95,552.85,576.72,421.40,538.13,383.73,636.02,468.24,423.84,556.31,501.76
