Variable:,pr
,Russia,"Adygeya Rep.","Aginskiy Buryatskiy A. Okrug","Altay Rep.","Altayskiy Kray","Amurskaya Oblast","Arkhangelskaya Oblast","Astrakhanskaya Oblast","Bashkortostan Rep.","Belgorodskaya Oblast","Bryanskaya Oblast","Buryatiya Rep.","Chechnya Rep.","Chelyabinskaya Oblast","Chitinskaya Oblast","Chukotskiy Okrug","Chuvashiya Rep.","Dagestan Rep.","Evenkiyskiy Okrug","Ingushetiya Rep.","Irkutskaya Oblast","Ivanovskaya Oblast","Kabardino-balkariya Rep.","Kaliningradskaya Oblast","Kalmykiya Rep.","Kaluzhskaya Oblast","Kamchatskaya Oblast","Karatchayevo-cherkesiya Rep.","Karelya Rep.","Kemerovskaya Oblast","Khabarovskiy Kray","Khakasiya Rep.","Khanty-mansyiskiy Okrug","Kirovskaya Oblast","Komi Rep.","Komi-permyatskiy Okrug","Koryakskiy Okrug","Kostromskaya Oblast","Krasnodarskiy Kray","Krasnoyarskiy Kray","Kurganskaya Oblast","Kurskaya Oblast","Administrative unit not available","Leningradskaya Oblast","Lipetskaya Oblast","Magadanskaya Oblast","Mariy-el Rep.","Mordoviya Rep.","Moskovskaya Oblast",Moskva,"Murmanskaya Oblast","Name Unknown","Nenetskiy Okrug","Nizhegorodskaya Oblast","Novgorodskaya Oblast","Novosibirskaya Oblast","Omskaya Oblast","Orenburgskaya Oblast","Orlovskaya Oblast","Penzenskaya Oblast","Permskaya Oblast","Primorskiy Kray","Pskovskaya Oblast","Rostovskaya Oblast","Ryazanskaya Oblast","Sakha Rep.","Sakhalinskaya Oblast","Samarskaya Oblast",Sankt-peterburg,"Saratovskaya Oblast","Severnaya Osetiya-alaniya Rep.","Smolenskaya Oblast","Stavropolskiy Kray","Sverdlovskaya Oblast","Tambovskaya Oblast","Tatarstan Rep.","Taymyrskiy Okrug","Tomskaya Oblast","Tulskaya Oblast","Tverskaya Oblast","Tyumenskaya Oblast","Tyva Rep.","Udmurtiya Rep.","Ulyanovskaya Oblast","Ustordynskiy Buryatskiy Okrug","Vladimirskaya Oblast","Volgogradskaya Oblast","Vologodskaya Oblast","Voronezhskaya Oblast","Yamalo-nenetskiy Okrug","Yaroslavskaya Oblast","Yevreyskaya A. Oblast"
1989,474.35,974.36,406.97,413.46,416.62,585.04,637.68,342.57,522.12,609.14,589.95,435.51,606.15,459.48,438.77,385.37,658.68,490.20,511.78,846.85,404.91,677.84,1031.50,692.52,382.48,683.00,918.08,1197.88,558.52,437.83,566.43,537.35,456.42,668.12,571.48,686.04,542.83,673.01,750.29,498.97,356.96,607.09,292.60,676.34,617.20,368.85,670.89,662.92,684.69,723.26,573.86,486.91,423.92,696.40,699.62,331.76,369.78,415.74,648.82,640.44,622.78,837.59,691.59,496.30,618.87,341.14,662.98,579.91,672.80,550.89,1011.64,698.46,549.79,471.40,604.36,630.33,393.31,433.57,662.36,691.16,403.42,486.33,629.41,637.40,389.43,662.27,515.72,668.15,614.10,433.45,642.35,552.75
1990,496.89,757.70,521.01,477.96,524.15,642.68,574.92,292.82,701.34,638.89,694.27,523.02,722.47,609.18,487.56,364.31,659.51,672.98,438.37,900.37,389.29,700.85,876.93,783.02,332.21,761.85,816.06,964.60,530.77,569.72,670.67,639.37,638.84,756.49,617.45,780.41,508.58,699.92,621.42,570.99,508.58,703.83,381.60,739.38,702.93,416.86,690.03,694.83,792.09,844.04,429.41,425.94,391.58,689.81,815.59,440.92,445.58,550.78,748.37,719.29,817.54,828.23,830.92,454.82,742.46,298.62,787.32,730.53,718.01,619.87,966.12,755.50,460.03,679.29,677.75,718.14,303.33,594.56,766.30,784.88,539.84,544.36,762.17,727.67,453.70,736.45,483.44,678.12,627.19,445.91,708.14,709.26
1991,453.46,899.00,414.04,439.79,404.55,577.10,635.29,273.35,419.57,495.38,608.72,497.32,559.69,366.50,432.06,217.06,528.61,504.89,501.92,754.09,433.11,664.32,816.59,653.56,323.14,676.65,735.89,978.91,643.18,529.57,618.86,635.13,514.93,645.38,642.11,697.85,370.09,667.08,725.06,590.17,360.95,585.07,290.36,756.34,512.00,240.07,577.90,497.92,661.01,704.10,535.94,421.80,464.93,592.10,712.38,390.62,370.02,301.93,633.99,440.68,647.22,778.61,663.27,419.60,513.77,281.40,751.67,454.49,734.53,358.53,828.93,650.71,464.71,532.51,426.99,514.76,348.62,474.06,641.57,670.15,416.87,625.18,585.82,470.99,465.29,617.64,305.90,667.05,416.81,458.69,672.01,802.72
1992,451.77,1109.01,301.07,479.40,499.73,585.06,550.40,324.66,468.42,540.85,506.70,461.59,774.04,464.83,376.20,289.32,499.58,660.62,436.91,1046.27,396.90,605.00,1152.52,677.27,383.58,548.88,703.44,1309.99,597.41,555.01,590.60,657.24,537.47,603.61,575.77,688.27,443.28,620.83,897.72,569.47,427.30,562.42,405.30,595.19,575.12,321.76,541.20,505.78,572.44,603.37,556.56,534.72,401.48,582.98,607.00,458.68,452.25,423.82,582.09,476.54,673.83,727.05,585.07,532.41,573.10,273.37,721.40,475.35,547.26,416.74,1212.77,559.43,594.41,540.66,515.92,480.46,341.80,540.31,603.93,558.13,468.84,563.18,571.04,461.68,417.34,589.30,392.39,572.07,524.27,465.11,538.52,631.53
1993,451.72,776.49,402.89,462.94,473.68,573.52,612.76,304.90,609.03,531.77,613.98,468.87,653.36,583.75,442.93,259.20,539.01,571.81,445.30,873.75,379.70,613.18,946.62,713.21,349.96,659.97,622.03,1031.13,562.26,523.02,512.08,565.32,493.20,637.73,564.81,679.21,368.45,651.96,635.37,532.34,482.10,558.94,317.81,655.80,549.13,289.05,559.86,594.49,668.40,716.28,499.02,468.64,408.58,596.55,634.22,472.78,511.70,500.19,600.56,627.45,682.29,716.86,637.57,518.69,615.99,297.85,743.06,641.21,602.79,559.53,1009.94,667.41,487.43,581.58,588.26,560.22,343.44,515.45,629.40,621.47,504.75,565.08,587.98,619.33,372.95,629.89,479.77,671.39,566.53,422.15,615.12,574.56
1994,472.72,757.76,445.32,508.82,500.51,622.11,613.35,224.22,600.53,493.60,529.54,523.65,554.63,543.92,467.28,272.50,558.79,547.49,398.31,696.65,438.44,629.65,699.75,719.67,262.01,598.20,866.77,809.57,612.51,558.03,694.49,687.88,549.23,677.88,624.89,743.30,487.82,649.42,619.22,562.68,461.84,530.98,302.07,679.87,524.18,394.63,606.06,550.33,625.41,659.50,503.58,351.25,425.31,617.49,645.06,437.95,481.04,448.36,563.48,511.90,754.26,964.14,618.69,395.26,568.25,292.32,894.61,556.56,656.23,412.10,767.90,583.82,355.39,606.08,477.34,595.37,306.69,516.27,603.60,607.24,497.54,690.22,662.27,525.32,575.44,616.67,336.12,627.69,449.96,410.82,568.32,742.53
1995,472.15,1116.08,393.56,479.55,468.86,591.71,686.62,275.00,430.23,664.04,602.95,441.38,590.89,344.63,403.54,257.55,499.73,508.72,540.39,804.20,430.84,575.13,1010.78,708.99,345.49,625.42,854.41,1273.67,618.47,556.74,644.37,635.83,564.99,620.71,628.03,653.64,379.21,621.72,899.53,601.27,310.42,676.03,314.75,673.35,629.21,360.81,530.97,560.75,595.41,629.74,595.85,515.16,464.62,568.32,641.96,418.87,378.02,327.72,669.73,567.15,621.09,680.64,644.71,547.59,588.58,298.34,836.90,459.78,651.83,443.18,985.18,636.06,550.89,477.64,588.24,503.93,352.88,564.03,640.46,591.78,419.45,490.52,577.10,496.47,406.10,578.33,422.13,645.63,607.59,496.88,557.69,594.44
1996,447.35,921.02,407.21,498.67,477.78,556.58,533.89,246.19,357.55,503.02,541.62,436.36,612.68,359.65,430.19,350.73,371.99,550.87,407.84,787.14,409.24,459.92,841.73,530.38,326.37,540.82,1047.53,1011.84,547.97,635.93,573.58,686.80,511.09,472.29,554.67,587.21,574.73,476.47,748.75,539.43,330.26,552.21,314.90,589.67,437.21,410.60,385.56,373.32,512.90,546.44,499.04,443.88,417.08,410.10,563.62,489.60,440.99,278.58,551.14,386.50,546.90,711.47,564.75,454.11,412.56,324.81,746.42,361.21,584.55,326.28,900.92,539.28,468.08,471.31,384.75,363.34,312.66,585.59,512.16,535.69,410.39,552.40,404.93,372.76,401.47,455.27,315.61,519.17,402.40,416.40,505.03,608.41
1997,475.50,1012.21,343.27,364.17,326.33,561.39,564.84,285.00,619.05,653.85,636.25,459.10,696.20,526.61,412.40,323.67,612.22,594.89,503.14,927.01,447.09,642.98,985.32,720.02,338.90,661.22,835.82,1134.61,558.71,507.47,632.58,543.02,540.32,701.49,584.60,702.29,425.32,699.38,860.01,558.64,431.61,697.62,323.03,693.87,624.34,338.26,654.63,578.71,627.01,664.66,472.29,510.26,374.76,633.73,693.96,361.61,382.82,493.43,708.87,582.74,698.85,720.91,714.83,566.47,575.61,336.42,721.56,626.11,672.51,503.53,1029.42,664.22,526.17,593.36,556.76,658.33,305.30,537.73,666.32,635.79,461.45,535.57,676.20,617.09,420.03,598.56,434.77,655.44,558.33,450.90,624.51,689.85
1998,473.84,857.83,519.97,436.54,415.88,537.20,694.25,244.87,500.63,560.94,749.01,534.49,568.15,430.08,499.54,354.64,596.79,493.39,488.12,784.22,475.76,712.79,894.40,816.35,294.69,829.80,649.92,964.67,709.06,509.44,528.10,571.04,594.07,688.07,621.75,678.94,393.69,715.93,714.56,580.02,392.88,653.35,290.86,766.39,607.17,354.00,631.69,622.77,797.74,846.89,605.39,409.69,395.35,673.65,762.72,392.76,415.67,340.23,727.13,575.61,667.88,768.28,783.97,451.44,658.81,303.08,578.78,484.72,765.75,412.50,913.21,834.59,448.30,588.43,551.78,565.62,287.09,535.57,762.48,771.84,513.15,543.84,620.29,531.20,487.23,723.13,361.27,700.39,516.83,443.23,705.72,622.71
1999,451.21,911.57,315.98,508.18,420.89,576.63,542.62,257.50,580.60,490.63,614.21,431.48,571.31,527.10,369.75,243.67,531.92,554.73,421.50,752.34,425.49,501.56,835.26,725.58,299.41,616.53,870.29,1037.20,537.71,474.97,653.44,592.33,566.41,593.91,592.50,646.02,386.44,517.16,754.46,495.25,470.23,560.09,306.51,564.76,549.60,329.71,554.00,552.48,569.57,607.94,547.38,430.61,379.66,541.66,547.49,343.32,390.54,438.35,615.76,546.18,674.42,690.68,551.06,474.59,568.50,315.36,862.80,587.74,551.16,468.38,847.21,591.72,432.82,586.99,528.11,610.91,351.03,482.77,622.52,517.59,520.42,500.01,630.68,560.74,409.04,530.50,397.78,502.30,482.15,432.59,447.15,547.10
2000,477.14,819.40,372.53,518.40,566.59,548.43,593.57,255.47,562.78,525.36,611.15,548.82,512.21,543.04,446.01,284.22,596.17,457.76,449.88,700.94,469.44,592.16,807.52,620.70,293.96,681.57,668.91,925.78,615.35,608.14,655.76,687.65,565.28,614.64,574.67,621.96,429.65,588.87,696.36,581.98,462.12,592.46,253.09,755.75,588.59,352.97,616.64,619.08,667.24,705.44,558.47,449.99,408.77,618.13,711.80,473.89,430.26,483.95,645.81,653.93,632.41,919.27,682.90,488.66,610.12,326.68,893.07,587.59,748.86,551.84,814.93,683.45,445.43,582.89,590.18,577.49,274.48,546.66,662.95,659.77,509.05,607.80,572.18,616.57,511.78,612.19,460.22,612.60,536.10,389.68,582.81,600.07
2001,478.26,996.18,333.86,472.00,513.29,514.74,564.38,283.91,579.14,642.77,636.62,497.43,573.89,539.92,374.99,288.19,616.35,509.20,516.92,788.68,482.87,612.27,935.14,798.17,334.54,673.35,802.30,1145.95,544.34,565.64,575.23,647.96,624.48,712.16,566.98,732.70,414.63,628.14,839.71,626.62,513.23,675.12,262.83,692.24,640.50,352.93,666.28,629.67,663.83,706.69,470.32,499.02,371.28,644.05,663.33,504.20,531.10,452.96,699.00,678.11,720.38,658.84,697.65,594.77,634.45,290.04,655.95,618.33,671.81,578.14,939.13,637.90,486.47,622.57,633.87,646.72,308.65,653.59,694.74,619.61,570.51,556.16,683.47,617.08,533.82,633.60,509.61,605.66,632.11,465.36,578.96,452.22
2002,472.63,991.66,354.02,507.26,560.94,499.27,590.07,264.77,595.82,542.06,520.00,445.22,781.58,531.18,380.59,246.40,534.98,693.42,498.25,1061.94,408.83,541.13,1052.69,656.28,321.70,532.99,776.52,1193.08,543.35,651.44,572.10,713.71,654.93,649.49,654.13,726.15,387.03,572.97,775.04,607.64,479.80,573.21,346.32,567.03,535.26,344.50,562.79,562.56,535.86,567.41,524.04,473.99,424.37,573.47,510.81,531.47,545.68,434.54,578.89,557.93,707.50,885.75,504.06,475.18,553.44,306.47,893.35,550.09,544.17,450.37,1184.93,507.99,539.82,586.21,522.78,574.83,324.29,628.44,570.67,477.82,559.18,489.47,626.67,519.78,375.49,547.96,398.76,558.40,503.30,506.47,472.98,624.77
2003,454.68,784.56,334.77,398.18,399.29,658.91,630.01,287.62,465.37,555.26,593.89,437.50,644.43,443.79,378.28,230.37,551.94,586.68,479.40,856.09,409.32,618.56,856.49,659.56,334.45,668.73,790.72,932.96,619.84,490.26,579.63,647.51,491.96,603.36,611.66,638.15,423.76,624.37,655.12,551.34,364.91,581.02,340.78,772.87,549.26,366.80,557.91,572.76,672.07,709.14,525.49,439.85,467.49,604.36,761.07,362.12,403.68,416.63,606.23,560.95,579.91,553.11,721.19,481.01,587.69,317.22,659.79,515.59,759.89,476.33,972.94,674.93,454.75,473.52,521.57,500.98,322.37,434.82,641.82,698.66,426.72,674.52,514.42,533.11,431.40,623.22,408.87,642.27,503.04,438.48,611.73,587.43
2004,493.85,1095.56,227.94,433.30,491.13,612.62,612.26,296.93,568.06,694.31,621.15,450.78,814.50,487.04,349.73,299.92,606.84,692.07,482.14,1075.47,493.22,671.85,1141.93,732.17,381.65,723.11,757.93,1288.38,661.23,591.13,725.13,617.23,534.14,671.56,581.47,680.57,468.92,715.16,903.20,605.91,429.56,700.35,349.55,798.65,706.13,419.63,620.68,655.15,743.99,801.89,534.98,589.01,391.78,662.39,758.05,485.09,487.47,480.21,742.59,665.44,654.44,806.21,703.18,644.41,685.88,318.38,892.77,624.12,777.44,546.15,1192.46,677.27,608.12,553.29,665.57,590.82,289.81,582.57,748.36,713.86,510.80,505.64,593.65,621.60,566.29,675.51,491.80,708.33,670.67,454.44,668.02,637.66
2005,459.67,934.12,375.22,457.90,414.20,544.20,533.68,267.94,405.81,648.69,594.30,468.52,739.33,390.87,406.51,298.64,517.71,644.60,434.16,1009.40,461.27,545.19,993.02,639.51,325.75,639.20,941.28,1130.38,567.55,517.73,613.69,608.64,490.87,590.97,572.86,591.04,442.28,535.66,777.13,573.39,380.87,639.57,346.74,675.43,663.69,325.29,565.25,559.84,635.52,679.95,564.90,467.94,449.82,561.99,621.69,394.51,416.16,317.44,668.21,544.10,558.29,693.52,600.93,554.59,624.46,337.32,731.77,443.03,679.20,411.72,1144.18,612.59,492.98,478.29,588.10,497.46,321.32,505.93,674.95,582.00,448.76,545.96,538.76,483.79,486.33,592.30,418.58,545.99,637.51,432.93,540.74,559.85
2006,483.07,975.05,284.01,471.21,475.33,605.35,605.01,255.61,570.14,560.25,639.88,442.51,575.84,528.16,391.45,314.45,609.87,529.68,413.26,806.59,466.19,598.26,947.29,629.85,304.81,670.87,751.29,1155.85,592.95,586.69,655.42,673.06,579.82,679.76,650.06,709.67,460.50,628.61,765.63,568.47,467.41,615.48,308.10,604.42,624.98,432.95,636.78,627.84,640.89,669.69,522.28,447.68,397.35,644.79,612.76,417.15,455.74,433.43,660.12,613.62,694.44,803.48,601.94,478.73,637.32,345.16,782.84,560.02,561.32,474.22,977.42,637.94,486.25,604.20,586.13,617.99,321.79,510.90,677.32,604.73,523.78,598.86,632.99,587.18,469.13,618.76,403.55,628.66,558.12,440.08,565.67,650.95
2007,491.46,841.48,262.36,466.22,460.27,547.92,651.61,230.24,559.76,546.96,606.11,454.18,593.53,494.22,362.79,255.33,602.81,511.27,527.82,866.85,445.51,586.88,911.33,838.63,246.40,606.83,876.24,1032.59,662.27,601.32,594.20,610.56,575.00,705.20,680.87,725.26,443.16,643.58,652.12,626.54,412.14,571.64,279.21,665.70,546.78,401.28,645.45,552.73,598.74,638.13,592.96,329.93,442.23,606.81,619.06,453.55,476.52,441.97,600.17,580.46,682.95,749.12,615.10,374.76,553.30,372.92,696.30,593.30,642.95,492.46,1015.43,636.13,407.44,536.54,545.25,624.40,373.73,647.89,602.07,588.39,495.06,475.38,650.19,588.26,444.39,575.59,397.53,646.82,515.69,468.95,572.05,554.04
2008,494.78,831.98,395.91,449.00,405.86,590.10,670.77,237.80,497.71,462.07,588.39,555.21,574.02,434.39,466.27,229.24,591.30,514.83,518.32,819.19,514.82,646.68,859.08,720.14,293.40,682.97,961.54,995.78,711.26,585.51,657.60,672.03,584.51,661.62,662.99,710.48,504.42,663.97,657.56,630.71,389.17,515.30,257.53,787.03,510.14,405.59,632.35,555.07,721.77,765.75,580.09,435.88,419.16,617.28,725.92,428.80,408.81,395.12,572.63,507.15,677.18,705.24,721.74,415.77,601.30,348.12,699.03,519.23,787.00,402.27,925.81,680.07,471.13,546.53,470.58,576.25,348.16,591.82,657.42,683.23,463.58,545.49,599.81,537.60,511.52,662.10,332.18,663.45,413.52,455.84,644.49,497.55
2009,473.68,946.87,403.11,511.77,515.41,624.84,636.31,297.49,447.52,553.97,694.41,506.71,729.01,440.05,451.31,312.36,434.09,638.27,410.36,1061.45,482.35,598.86,1117.73,727.98,350.12,688.55,687.50,1183.85,649.01,633.05,697.00,721.93,504.96,588.56,572.70,633.54,451.97,627.46,775.69,574.21,398.89,584.27,376.33,817.44,500.93,318.83,466.73,469.07,657.95,687.86,520.40,484.22,412.47,525.71,847.24,473.76,492.24,359.28,593.18,460.13,595.65,838.70,821.75,514.02,527.25,309.62,842.27,419.57,802.09,392.89,1242.57,787.83,544.53,520.85,450.54,422.49,334.93,540.36,602.08,754.33,489.21,591.76,508.92,420.16,535.67,586.10,379.22,679.57,469.62,402.40,611.05,720.42
2010,477.47,937.52,389.92,486.29,443.76,646.05,583.54,263.95,407.55,605.60,586.28,467.92,701.39,352.67,429.24,298.91,410.16,638.70,488.06,929.91,442.97,539.88,919.70,885.37,312.96,579.80,815.05,1027.68,591.60,546.87,700.76,638.89,501.23,529.71,548.75,546.58,490.33,580.43,796.98,620.28,303.65,617.36,318.49,703.10,536.35,412.30,446.42,449.42,565.84,592.73,584.14,473.60,454.55,488.86,714.26,407.85,359.26,316.04,598.32,474.46,515.15,829.07,735.40,516.85,486.68,329.24,889.69,433.70,708.65,410.89,1030.27,642.19,480.44,409.29,491.10,431.81,380.07,581.20,562.37,633.36,374.26,617.33,480.50,428.71,450.87,518.88,394.67,601.91,534.85,502.37,567.55,708.22
2011,466.95,893.74,299.50,365.32,377.84,491.21,574.20,279.35,512.54,479.43,544.04,416.31,678.11,509.89,389.34,321.25,600.44,597.52,486.55,958.75,416.71,572.60,1035.37,707.19,323.83,596.96,831.91,1143.16,605.96,483.54,617.52,536.62,524.82,637.22,562.66,643.69,521.62,619.37,707.79,574.76,447.27,531.29,322.31,735.74,525.72,406.57,629.63,575.21,592.84,617.84,556.05,453.13,359.39,604.73,681.04,421.65,439.01,416.44,564.77,563.26,618.90,608.38,619.73,458.64,547.82,323.40,806.22,578.40,720.01,469.48,1111.31,610.89,516.14,506.62,503.78,601.83,371.44,569.74,582.05,612.84,461.98,513.32,595.05,592.40,433.86,561.83,373.03,627.24,479.36,476.27,558.67,580.50
2012,483.75,720.02,503.45,491.72,446.18,665.76,703.54,230.71,449.56,609.38,723.92,526.79,610.58,389.45,541.88,300.89,616.14,537.89,388.55,812.46,435.24,743.24,828.92,797.45,285.94,769.71,845.82,915.29,757.78,467.47,727.19,581.63,524.96,706.42,643.90,732.42,485.48,755.66,582.77,508.68,361.60,666.91,274.89,860.09,682.64,413.36,652.11,650.99,776.54,824.71,635.74,372.44,438.29,705.40,795.79,332.21,369.70,320.16,714.42,625.07,669.46,899.28,782.39,422.46,694.91,313.47,809.17,490.57,878.66,454.56,903.86,801.65,419.16,519.64,635.36,576.28,344.17,398.87,747.13,742.30,451.21,606.94,625.20,559.53,439.52,730.79,402.73,725.54,574.53,435.24,714.92,770.75
2013,504.99,962.82,490.31,563.48,549.47,683.53,562.64,300.73,545.07,578.49,630.90,523.13,686.64,477.91,514.48,340.25,580.42,602.58,465.02,962.85,463.76,624.26,1013.03,723.22,334.53,710.74,823.72,1108.59,595.26,668.35,736.69,743.22,556.12,638.99,556.96,687.07,507.35,588.52,757.96,676.74,419.54,636.17,328.55,653.24,642.01,455.81,605.67,627.78,728.13,773.30,501.33,446.86,388.55,630.69,647.71,524.28,511.71,448.16,675.00,621.05,670.39,900.63,639.71,468.96,672.60,345.25,906.00,557.71,634.20,515.46,1102.45,686.89,508.56,525.24,610.29,579.13,274.82,660.98,715.02,657.86,499.39,689.81,610.97,569.79,454.21,667.51,436.76,557.68,559.79,425.02,587.57,741.71
2014,472.92,831.76,329.96,468.21,522.04,533.47,606.75,196.43,504.21,474.89,471.57,401.58,608.53,490.14,370.34,327.34,466.96,534.63,507.67,839.05,403.32,513.21,910.99,660.19,243.37,474.78,731.07,1006.96,579.52,577.90,653.36,628.54,627.01,636.74,634.98,683.85,476.59,570.29,672.24,631.73,448.84,477.54,290.93,637.98,415.60,400.04,522.84,456.91,485.30,502.51,546.82,394.91,446.10,508.18,642.75,445.72,488.30,362.13,464.68,458.03,655.57,802.36,647.74,422.92,423.49,314.48,816.16,439.95,638.88,375.15,990.21,529.93,436.47,569.02,401.44,513.59,354.13,569.65,449.93,566.41,546.45,507.43,600.16,457.63,426.79,482.53,331.18,585.60,416.87,497.93,511.12,614.63
2015,485.84,828.62,315.65,530.05,535.52,509.17,637.58,241.91,569.17,526.87,502.31,374.09,569.31,549.85,336.24,284.71,553.71,533.34,518.94,776.83,418.80,624.26,843.63,609.90,275.83,573.10,758.45,976.76,648.30,612.16,653.18,687.41,653.49,678.15,654.25,766.46,409.43,654.23,680.08,660.38,508.96,550.66,295.58,640.91,540.18,311.36,592.05,541.83,630.28,667.55,575.16,418.98,430.11,596.66,584.66,526.51,575.48,411.88,570.49,520.25,758.01,855.65,561.52,456.50,572.52,302.70,906.53,556.82,616.06,439.37,922.85,549.74,426.62,629.84,504.70,582.60,377.99,695.78,600.13,579.54,608.29,569.13,653.76,532.57,363.69,617.87,364.45,626.82,488.41,490.50,611.21,718.61
2016,481.06,1024.18,355.66,542.79,552.85,664.65,561.33,321.13,523.92,717.87,685.15,454.31,737.99,501.91,411.92,289.66,589.84,668.70,359.01,988.43,391.58,682.19,1055.66,831.06,374.54,784.90,826.52,1186.86,687.79,516.67,723.08,645.99,472.54,622.22,563.37,633.91,478.83,650.08,857.19,516.91,442.56,750.63,376.70,828.03,752.24,406.81,604.48,664.00,808.96,862.00,597.72,522.75,389.10,661.14,799.02,434.03,461.75,499.38,774.16,692.03,597.97,968.81,758.84,590.82,745.72,332.36,806.31,603.19,833.68,588.59,1144.15,756.04,549.48,499.62,714.18,569.52,318.99,474.93,799.84,746.57,456.17,710.85,563.69,606.82,466.24,731.90,497.06,627.29,698.43,387.20,659.82,786.09
2017,502.86,935.45,352.23,413.31,446.00,577.70,718.95,242.07,568.98,528.72,638.11,428.97,592.05,509.63,396.66,363.65,618.97,503.60,507.13,838.84,439.88,722.36,942.12,891.61,284.21,744.27,908.06,1080.94,693.02,549.23,644.50,700.21,575.91,732.03,651.20,780.70,498.32,745.62,753.82,670.88,404.58,579.86,265.18,843.42,635.37,428.77,654.78,648.83,774.52,815.33,601.04,424.18,404.11,685.86,838.31,424.76,413.01,398.40,656.42,639.36,747.66,734.29,837.34,466.25,687.37,328.92,727.75,543.50,851.39,491.31,973.91,764.84,468.72,579.45,630.48,618.83,339.54,595.63,728.14,779.97,450.39,582.39,679.83,591.37,452.77,722.76,424.48,746.72,556.15,482.14,732.33,678.42
2018,477.40,846.54,479.70,415.43,499.60,566.02,615.70,215.49,430.61,535.72,547.76,520.24,584.97,421.12,484.87,275.14,435.76,526.58,468.33,788.55,439.60,557.95,830.80,617.94,278.59,583.67,833.47,932.47,580.37,589.79,654.64,658.35,585.13,585.67,587.57,644.66,462.62,598.29,708.67,584.24,427.03,550.12,290.08,652.53,509.15,436.64,477.62,453.58,589.60,618.90,515.15,418.96,431.84,494.85,630.68,516.55,541.19,318.77,552.04,474.44,602.56,846.18,601.56,470.76,502.12,309.63,717.77,428.59,641.02,396.70,918.51,615.91,420.96,505.19,492.68,458.73,400.32,635.81,564.83,617.22,548.50,635.26,527.19,437.30,454.67,542.12,385.47,604.26,494.06,470.36,576.37,584.27
2019,489.67,760.38,384.27,533.23,456.03,618.02,735.11,229.16,531.71,477.05,490.59,441.84,525.79,478.85,391.70,319.77,514.29,438.61,483.60,724.60,414.76,616.75,826.69,635.88,258.96,554.90,866.36,909.63,715.13,525.30,689.88,691.43,592.80,740.37,691.53,835.04,479.92,710.25,628.52,644.36,412.65,499.41,233.28,804.55,511.10,385.29,582.02,473.57,581.03,604.85,640.59,378.55,457.75,554.07,764.15,393.74,442.72,362.98,543.75,464.55,770.88,891.15,722.05,421.96,499.19,294.94,634.68,496.58,788.96,391.84,850.66,601.39,420.64,571.51,461.77,577.23,360.99,551.80,555.21,662.53,489.55,671.74,699.88,489.92,465.04,557.58,352.93,743.73,468.40,517.81,647.87,893.37
2020,486.71,652.67,481.16,514.55,452.44,567.10,670.93,183.28,497.84,482.77,575.45,559.88,605.40,472.27,495.23,281.00,498.33,539.70,521.13,820.76,482.57,638.38,812.64,696.97,223.10,700.47,907.38,860.50,679.86,571.66,617.54,653.91,581.68,636.42,568.22,635.37,449.56,693.12,536.70,662.29,371.68,537.07,286.26,723.04,530.32,353.54,546.26,488.08,713.08,752.20,600.72,320.77,435.50,559.94,678.54,447.09,440.14,361.02,599.06,474.37,612.98,955.32,672.94,371.83,561.23,296.75,795.17,461.12,710.54,380.76,924.85,693.06,375.21,496.97,467.83,519.14,381.53,639.80,652.86,693.91,448.61,673.13,583.13,471.12,532.98,625.72,328.78,711.10,461.48,502.23,699.09,800.36
2021,488.58,1026.92,497.79,467.49,452.45,700.24,619.65,270.74,402.83,568.25,634.44,550.39,647.52,358.97,557.66,323.71,494.93,568.88,455.89,893.50,411.00,646.20,981.12,752.05,341.66,707.60,975.06,1156.11,663.64,542.86,632.28,698.67,564.14,619.10,614.08,660.80,502.29,669.26,871.00,645.34,301.00,599.97,304.46,769.60,570.03,376.12,525.80,530.46,716.85,763.03,591.59,565.18,417.47,578.27,754.59,428.65,408.81,359.63,635.71,560.20,604.50,729.54,723.26,608.53,583.83,299.00,825.49,493.47,741.44,504.18,998.44,720.58,550.03,472.80,548.41,465.12,364.68,557.91,671.42,729.80,423.03,701.61,524.58,506.15,484.83,632.91,468.13,688.48,544.58,486.52,666.33,576.18
