Variable:,pr
,Macedonia,Berovo,Bitola,Brod,Debar,Delcevo,"Demir Hisar",Gevgelija,Gostivar,Kavadarci,Kicevo,Kocani,Kratovo,"Kriva Palanka",Krusevo,Kumanovo,Negotino,Ohrid,Prilep,Probistip,Radovic,Resen,Skopje,Stip,Struga,Strumica,"Sveti Nikole",Tetovo,Valandovo,Veles,Vinica
2002,755.60,744.86,738.51,821.31,1027.19,747.62,776.83,645.94,1074.00,651.07,966.59,689.19,762.94,772.55,752.00,666.08,630.22,944.06,704.08,680.94,667.21,852.56,735.81,617.76,949.93,682.59,609.26,897.87,648.41,633.07,727.80
2003,674.80,634.34,648.07,750.90,945.32,637.42,703.32,552.68,982.00,577.55,885.97,606.07,684.28,692.03,678.20,605.12,560.01,866.31,627.29,606.77,581.58,745.76,676.56,548.30,878.47,561.41,550.60,822.51,548.50,576.32,622.62
2004,675.93,594.06,665.29,767.69,976.62,595.39,719.31,521.02,1016.59,575.44,910.83,585.71,681.03,687.65,694.00,611.18,547.88,887.48,638.03,597.70,558.63,784.39,687.58,536.14,895.84,507.65,544.94,859.21,511.09,576.25,586.64
2005,702.69,704.39,643.95,768.17,966.04,717.56,698.65,569.56,1007.08,578.69,902.50,670.40,778.23,789.20,671.80,666.41,575.16,875.60,622.74,663.56,624.02,757.39,712.59,577.04,885.97,603.31,569.41,883.22,568.25,588.41,686.92
2006,709.19,683.90,682.42,780.33,978.13,691.41,723.89,573.86,1030.19,605.19,919.40,654.65,749.21,759.73,699.50,642.01,586.70,886.87,656.64,653.52,619.54,792.33,707.89,580.32,894.01,588.39,573.76,865.26,568.99,596.74,670.04
2007,729.72,714.53,687.31,798.42,982.78,724.13,737.41,595.02,1024.34,620.10,926.14,688.81,790.47,801.02,712.50,682.46,608.87,902.04,668.33,687.81,648.50,794.30,736.78,609.76,911.09,615.61,602.06,894.66,591.11,622.08,700.59
2008,596.14,519.69,579.67,680.77,888.87,524.76,633.06,449.97,922.88,489.85,822.71,510.10,591.46,596.58,606.90,537.93,465.57,807.60,550.81,515.23,482.33,700.08,612.33,459.82,815.56,450.57,472.83,774.39,444.38,503.36,511.80
2009,801.16,732.06,788.17,891.17,1162.44,737.24,849.28,640.95,1192.81,677.25,1075.91,699.87,797.74,807.10,815.70,702.14,647.90,1076.22,746.41,700.56,668.91,945.83,795.16,627.49,1083.48,647.62,630.19,994.68,635.38,664.24,718.06
2010,804.89,723.00,776.87,907.38,1174.94,726.19,851.09,627.68,1209.24,668.86,1088.44,698.09,801.96,809.12,816.90,727.45,640.64,1079.38,743.96,703.73,666.30,931.99,821.18,631.76,1089.60,636.29,644.13,1029.09,622.33,681.11,710.61
2011,479.64,454.54,462.09,535.84,692.47,456.74,499.45,386.17,712.40,396.72,642.35,425.94,479.53,485.53,478.50,419.02,387.69,639.49,434.08,423.15,408.69,559.14,478.26,380.33,645.52,399.56,380.41,594.58,384.46,399.45,444.15
2012,647.47,603.39,634.20,720.18,922.65,603.93,683.57,529.68,948.98,551.83,858.65,565.88,628.28,634.50,658.10,565.38,531.12,854.73,603.43,563.36,549.59,753.73,645.00,514.68,861.22,539.20,518.56,796.22,526.41,545.73,591.10
2013,599.78,533.65,559.55,687.50,913.60,538.84,626.04,450.43,954.69,477.25,841.06,516.80,604.32,609.59,597.20,549.16,460.07,816.03,536.85,520.10,486.41,684.78,622.50,459.07,827.24,463.65,471.22,800.72,447.41,501.38,523.41
2014,879.21,873.71,844.62,949.74,1199.84,879.01,890.81,734.24,1253.47,756.56,1123.17,815.34,918.62,931.28,860.60,790.48,739.11,1095.09,809.31,808.27,781.34,982.87,869.48,723.34,1101.55,759.49,710.30,1072.13,730.11,734.89,853.16
2015,731.36,739.75,698.81,793.04,976.00,743.23,738.49,616.97,1018.66,634.84,920.53,686.73,766.43,777.22,714.80,657.55,621.81,895.91,676.88,679.64,661.01,800.17,722.68,612.18,903.67,641.27,599.17,875.30,613.90,618.35,722.57
2016,780.16,720.60,751.82,870.41,1082.77,730.39,807.11,616.96,1139.32,664.91,1018.94,708.20,821.62,830.82,781.00,726.18,637.91,979.84,729.80,713.26,665.68,867.86,794.95,632.66,989.24,622.21,637.70,973.35,609.89,667.96,709.19
2017,692.81,697.86,662.35,750.61,942.14,699.81,704.09,591.17,977.80,599.68,883.09,641.48,714.07,724.65,679.60,607.94,587.47,867.92,638.17,633.45,620.21,770.34,678.96,570.47,874.90,615.00,559.44,828.33,589.33,579.31,680.34
2018,651.67,652.79,626.18,710.18,881.51,655.15,659.04,553.81,918.88,561.26,829.27,601.89,681.38,691.01,636.40,584.03,548.54,809.23,597.97,596.17,578.61,723.20,645.46,530.83,816.95,576.60,524.19,788.63,552.31,544.63,635.99
2019,701.91,611.34,691.55,793.97,1038.40,619.94,750.31,536.21,1070.82,580.43,960.58,603.67,701.82,708.75,720.10,629.86,551.13,955.41,651.41,608.73,567.81,839.85,711.25,540.55,961.05,536.19,554.89,891.79,529.98,589.77,602.10
2020,677.77,638.53,660.86,751.17,939.08,645.40,699.73,549.39,979.57,580.12,881.62,614.13,700.79,709.44,675.70,612.44,559.60,860.51,630.83,613.84,583.14,770.53,679.64,548.19,867.29,557.63,548.04,832.24,544.42,573.24,626.55
2021,753.88,741.38,711.77,822.98,1046.88,745.11,766.54,635.54,1091.79,641.24,977.65,691.54,777.06,787.20,738.40,674.52,631.15,952.80,685.56,685.78,664.67,833.52,749.16,615.82,962.75,660.85,606.77,929.66,634.19,629.62,724.15
